GMMA_3,GMMA_5,GMMA_8,GMMA_10,GMMA_12,GMMA_15,GMMA_20,GMMA_30,GMMA_35,GMMA_40,GMMA_45,GMMA_50,GMMA_60
1893.0,1262.0,841.3333333333333,688.3636363636364,582.4615384615385,473.25,360.57142857142856,244.25806451612902,210.33333333333331,184.6829268292683,164.6086956521739,148.47058823529412,124.13114754098362
1892.5,1261.6666666666665,841.1111111111111,688.1818181818182,582.3076923076924,473.125,360.4761904761905,244.19354838709677,210.27777777777777,184.63414634146343,164.56521739130434,148.4313725490196,124.09836065573771
1892.0,1261.3333333333333,840.8888888888888,688.0,582.1538461538462,473.0,360.38095238095235,244.1290322580645,210.2222222222222,184.58536585365854,164.52173913043478,148.39215686274508,124.06557377049181
1895.0,1263.3333333333333,842.2222222222222,689.0909090909091,583.0769230769231,473.75,360.9523809523809,244.51612903225805,210.55555555555554,184.8780487804878,164.78260869565216,148.62745098039215,124.26229508196722
1894.0,1262.6666666666665,841.7777777777777,688.7272727272727,582.7692307692308,473.5,360.76190476190476,244.38709677419354,210.44444444444443,184.78048780487805,164.69565217391303,148.54901960784312,124.19672131147541
1894.0,1262.6666666666665,841.7777777777777,688.7272727272727,582.7692307692308,473.5,360.76190476190476,244.38709677419354,210.44444444444443,184.78048780487805,164.69565217391303,148.54901960784312,124.19672131147541
1893.0,1262.0,841.3333333333333,688.3636363636364,582.4615384615385,473.25,360.57142857142856,244.25806451612902,210.33333333333331,184.6829268292683,164.6086956521739,148.47058823529412,124.13114754098362
1894.5,1263.0,842.0,688.9090909090909,582.9230769230769,473.625,360.85714285714283,244.4516129032258,210.5,184.82926829268294,164.7391304347826,148.58823529411765,124.22950819672131
1894.0,1262.6666666666665,841.7777777777777,688.7272727272727,582.7692307692308,473.5,360.76190476190476,244.38709677419354,210.44444444444443,184.78048780487805,164.69565217391303,148.54901960784312,124.19672131147541
1895.0,1263.3333333333333,842.2222222222222,689.0909090909091,583.0769230769231,473.75,360.9523809523809,244.51612903225805,210.55555555555554,184.8780487804878,164.78260869565216,148.62745098039215,124.26229508196722
1893.5,1262.3333333333333,841.5555555555555,688.5454545454546,582.6153846153846,473.375,360.66666666666663,244.32258064516128,210.38888888888889,184.7317073170732,164.65217391304347,148.50980392156862,124.16393442622952
1892.0,1261.3333333333333,840.8888888888888,688.0,582.1538461538462,473.0,360.38095238095235,244.1290322580645,210.2222222222222,184.58536585365854,164.52173913043478,148.39215686274508,124.06557377049181
1893.5,1262.3333333333333,841.5555555555555,688.5454545454546,582.6153846153846,473.375,360.66666666666663,244.32258064516128,210.38888888888889,184.7317073170732,164.65217391304347,148.50980392156862,124.16393442622952
1897.0,1264.6666666666665,843.1111111111111,689.8181818181819,583.6923076923077,474.25,361.3333333333333,244.7741935483871,210.77777777777777,185.07317073170734,164.95652173913044,148.7843137254902,124.39344262295083
1898.0,1265.3333333333333,843.5555555555555,690.1818181818182,584.0,474.5,361.5238095238095,244.90322580645162,210.88888888888889,185.1707317073171,165.04347826086956,148.86274509803923,124.45901639344262
1897.5,1265.0,843.3333333333333,690.0,583.8461538461539,474.375,361.4285714285714,244.83870967741936,210.83333333333331,185.1219512195122,165.0,148.8235294117647,124.42622950819673
1897.0,1264.6666666666665,843.1111111111111,689.8181818181819,583.6923076923077,474.25,361.3333333333333,244.7741935483871,210.77777777777777,185.07317073170734,164.95652173913044,148.7843137254902,124.39344262295083
1895.0,1263.3333333333333,842.2222222222222,689.0909090909091,583.0769230769231,473.75,360.9523809523809,244.51612903225805,210.55555555555554,184.8780487804878,164.78260869565216,148.62745098039215,124.26229508196722
1893.0,1262.0,841.3333333333333,688.3636363636364,582.4615384615385,473.25,360.57142857142856,244.25806451612902,210.33333333333331,184.6829268292683,164.6086956521739,148.47058823529412,124.13114754098362
1892.0,1261.3333333333333,840.8888888888888,688.0,582.1538461538462,473.0,360.38095238095235,244.1290322580645,210.2222222222222,184.58536585365854,164.52173913043478,148.39215686274508,124.06557377049181
1894.0,1262.6666666666665,841.7777777777777,688.7272727272727,582.7692307692308,473.5,360.76190476190476,244.38709677419354,210.44444444444443,184.78048780487805,164.69565217391303,148.54901960784312,124.19672131147541
1895.0,1263.3333333333333,842.2222222222222,689.0909090909091,583.0769230769231,473.75,360.9523809523809,244.51612903225805,210.55555555555554,184.8780487804878,164.78260869565216,148.62745098039215,124.26229508196722
1892.0,1261.3333333333333,840.8888888888888,688.0,582.1538461538462,473.0,360.38095238095235,244.1290322580645,210.2222222222222,184.58536585365854,164.52173913043478,148.39215686274508,124.06557377049181
1894.5,1263.0,842.0,688.9090909090909,582.9230769230769,473.625,360.85714285714283,244.4516129032258,210.5,184.82926829268294,164.7391304347826,148.58823529411765,124.22950819672131
1893.0,1262.0,841.3333333333333,688.3636363636364,582.4615384615385,473.25,360.57142857142856,244.25806451612902,210.33333333333331,184.6829268292683,164.6086956521739,148.47058823529412,124.13114754098362
1893.5,1262.3333333333333,841.5555555555555,688.5454545454546,582.6153846153846,473.375,360.66666666666663,244.32258064516128,210.38888888888889,184.7317073170732,164.65217391304347,148.50980392156862,124.16393442622952
1895.5,1263.6666666666665,842.4444444444443,689.2727272727273,583.2307692307693,473.875,361.04761904761904,244.5806451612903,210.6111111111111,184.9268292682927,164.82608695652172,148.66666666666666,124.29508196721312
1898.5,1265.6666666666665,843.7777777777777,690.3636363636364,584.1538461538462,474.625,361.6190476190476,244.96774193548387,210.94444444444443,185.21951219512195,165.08695652173913,148.90196078431373,124.49180327868854
1899.5,1266.3333333333333,844.2222222222222,690.7272727272727,584.4615384615385,474.875,361.8095238095238,245.09677419354838,211.05555555555554,185.3170731707317,165.17391304347825,148.98039215686273,124.55737704918033
1901.0,1267.3333333333333,844.8888888888888,691.2727272727273,584.9230769230769,475.25,362.0952380952381,245.29032258064515,211.2222222222222,185.46341463414635,165.30434782608694,149.09803921568627,124.65573770491804
1898.5,1265.6666666666665,843.7777777777777,690.3636363636364,584.1538461538462,474.625,361.6190476190476,244.96774193548387,210.94444444444443,185.21951219512195,165.08695652173913,148.90196078431373,124.49180327868854
1893.5,1262.3333333333333,841.5555555555555,688.5454545454546,582.6153846153846,473.375,360.66666666666663,244.32258064516128,210.38888888888889,184.7317073170732,164.65217391304347,148.50980392156862,124.16393442622952
1893.5,1262.3333333333333,841.5555555555555,688.5454545454546,582.6153846153846,473.375,360.66666666666663,244.32258064516128,210.38888888888889,184.7317073170732,164.65217391304347,148.50980392156862,124.16393442622952
1888.0,1258.6666666666665,839.1111111111111,686.5454545454546,580.9230769230769,472.0,359.6190476190476,243.61290322580643,209.77777777777777,184.1951219512195,164.17391304347825,148.078431372549,123.8032786885246
1888.0,1258.6666666666665,839.1111111111111,686.5454545454546,580.9230769230769,472.0,359.6190476190476,243.61290322580643,209.77777777777777,184.1951219512195,164.17391304347825,148.078431372549,123.8032786885246
1888.5,1259.0,839.3333333333333,686.7272727272727,581.0769230769231,472.125,359.7142857142857,243.6774193548387,209.83333333333331,184.2439024390244,164.2173913043478,148.11764705882354,123.8360655737705
1882.5,1255.0,836.6666666666666,684.5454545454546,579.2307692307693,470.625,358.57142857142856,242.90322580645162,209.16666666666666,183.65853658536585,163.69565217391303,147.64705882352942,123.44262295081968
1883.5,1255.6666666666665,837.1111111111111,684.9090909090909,579.5384615384615,470.875,358.76190476190476,243.03225806451613,209.27777777777777,183.7560975609756,163.78260869565216,147.72549019607843,123.50819672131148
1881.5,1254.3333333333333,836.2222222222222,684.1818181818182,578.9230769230769,470.375,358.38095238095235,242.7741935483871,209.05555555555554,183.5609756097561,163.6086956521739,147.5686274509804,123.37704918032787
1880.0,1253.3333333333333,835.5555555555555,683.6363636363636,578.4615384615385,470.0,358.0952380952381,242.5806451612903,208.88888888888889,183.41463414634146,163.47826086956522,147.45098039215685,123.27868852459017
1873.0,1248.6666666666665,832.4444444444443,681.0909090909091,576.3076923076924,468.25,356.76190476190476,241.6774193548387,208.1111111111111,182.7317073170732,162.8695652173913,146.90196078431373,122.81967213114754
1875.5,1250.3333333333333,833.5555555555555,682.0,577.0769230769231,468.875,357.23809523809524,242.0,208.38888888888889,182.97560975609755,163.08695652173913,147.09803921568627,122.98360655737706
1876.0,1250.6666666666665,833.7777777777777,682.1818181818182,577.2307692307693,469.0,357.3333333333333,242.06451612903226,208.44444444444443,183.02439024390245,163.1304347826087,147.13725490196077,123.01639344262296
1872.5,1248.3333333333333,832.2222222222222,680.9090909090909,576.1538461538462,468.125,356.66666666666663,241.61290322580643,208.05555555555554,182.6829268292683,162.82608695652172,146.86274509803923,122.78688524590164
1876.0,1250.6666666666665,833.7777777777777,682.1818181818182,577.2307692307693,469.0,357.3333333333333,242.06451612903226,208.44444444444443,183.02439024390245,163.1304347826087,147.13725490196077,123.01639344262296
1877.5,1251.6666666666665,834.4444444444443,682.7272727272727,577.6923076923077,469.375,357.6190476190476,242.25806451612902,208.6111111111111,183.1707317073171,163.26086956521738,147.2549019607843,123.11475409836066
1876.0,1250.6666666666665,833.7777777777777,682.1818181818182,577.2307692307693,469.0,357.3333333333333,242.06451612903226,208.44444444444443,183.02439024390245,163.1304347826087,147.13725490196077,123.01639344262296
1875.5,1250.3333333333333,833.5555555555555,682.0,577.0769230769231,468.875,357.23809523809524,242.0,208.38888888888889,182.97560975609755,163.08695652173913,147.09803921568627,122.98360655737706
1875.5,1250.3333333333333,833.5555555555555,682.0,577.0769230769231,468.875,357.23809523809524,242.0,208.38888888888889,182.97560975609755,163.08695652173913,147.09803921568627,122.98360655737706
1876.0,1250.6666666666665,833.7777777777777,682.1818181818182,577.2307692307693,469.0,357.3333333333333,242.06451612903226,208.44444444444443,183.02439024390245,163.1304347826087,147.13725490196077,123.01639344262296
1876.0,1250.6666666666665,833.7777777777777,682.1818181818182,577.2307692307693,469.0,357.3333333333333,242.06451612903226,208.44444444444443,183.02439024390245,163.1304347826087,147.13725490196077,123.01639344262296
1873.0,1248.6666666666665,832.4444444444443,681.0909090909091,576.3076923076924,468.25,356.76190476190476,241.6774193548387,208.1111111111111,182.7317073170732,162.8695652173913,146.90196078431373,122.81967213114754
1872.5,1248.3333333333333,832.2222222222222,680.9090909090909,576.1538461538462,468.125,356.66666666666663,241.61290322580643,208.05555555555554,182.6829268292683,162.82608695652172,146.86274509803923,122.78688524590164
1874.0,1249.3333333333333,832.8888888888888,681.4545454545455,576.6153846153846,468.5,356.9523809523809,241.80645161290323,208.2222222222222,182.82926829268294,162.95652173913044,146.98039215686273,122.88524590163935
1872.0,1248.0,832.0,680.7272727272727,576.0,468.0,356.57142857142856,241.54838709677418,208.0,182.63414634146343,162.78260869565216,146.8235294117647,122.75409836065575
1875.0,1250.0,833.3333333333333,681.8181818181819,576.9230769230769,468.75,357.1428571428571,241.93548387096774,208.33333333333331,182.9268292682927,163.04347826086956,147.05882352941177,122.95081967213116
1876.5,1251.0,834.0,682.3636363636364,577.3846153846155,469.125,357.4285714285714,242.1290322580645,208.5,183.07317073170734,163.17391304347825,147.1764705882353,123.04918032786885
1875.5,1250.3333333333333,833.5555555555555,682.0,577.0769230769231,468.875,357.23809523809524,242.0,208.38888888888889,182.97560975609755,163.08695652173913,147.09803921568627,122.98360655737706
1874.5,1249.6666666666665,833.1111111111111,681.6363636363636,576.7692307692308,468.625,357.04761904761904,241.8709677419355,208.27777777777777,182.8780487804878,163.0,147.01960784313727,122.91803278688525
1875.0,1250.0,833.3333333333333,681.8181818181819,576.9230769230769,468.75,357.1428571428571,241.93548387096774,208.33333333333331,182.9268292682927,163.04347826086956,147.05882352941177,122.95081967213116
1875.0,1250.0,833.3333333333333,681.8181818181819,576.9230769230769,468.75,357.1428571428571,241.93548387096774,208.33333333333331,182.9268292682927,163.04347826086956,147.05882352941177,122.95081967213116
1872.5,1248.3333333333333,832.2222222222222,680.9090909090909,576.1538461538462,468.125,356.66666666666663,241.61290322580643,208.05555555555554,182.6829268292683,162.82608695652172,146.86274509803923,122.78688524590164
1873.0,1248.6666666666665,832.4444444444443,681.0909090909091,576.3076923076924,468.25,356.76190476190476,241.6774193548387,208.1111111111111,182.7317073170732,162.8695652173913,146.90196078431373,122.81967213114754
1872.5,1248.3333333333333,832.2222222222222,680.9090909090909,576.1538461538462,468.125,356.66666666666663,241.61290322580643,208.05555555555554,182.6829268292683,162.82608695652172,146.86274509803923,122.78688524590164
1870.5,1247.0,831.3333333333333,680.1818181818182,575.5384615384615,467.625,356.2857142857143,241.3548387096774,207.83333333333331,182.4878048780488,162.65217391304347,146.7058823529412,122.65573770491804
1873.5,1249.0,832.6666666666666,681.2727272727273,576.4615384615385,468.375,356.85714285714283,241.74193548387098,208.16666666666666,182.78048780487805,162.91304347826087,146.94117647058823,122.85245901639345
1876.0,1250.6666666666665,833.7777777777777,682.1818181818182,577.2307692307693,469.0,357.3333333333333,242.06451612903226,208.44444444444443,183.02439024390245,163.1304347826087,147.13725490196077,123.01639344262296
1881.0,1254.0,836.0,684.0,578.7692307692308,470.25,358.2857142857143,242.70967741935482,209.0,183.51219512195124,163.56521739130434,147.52941176470588,123.34426229508198
1881.0,1254.0,836.0,684.0,578.7692307692308,470.25,358.2857142857143,242.70967741935482,209.0,183.51219512195124,163.56521739130434,147.52941176470588,123.34426229508198
1882.0,1254.6666666666665,836.4444444444443,684.3636363636364,579.0769230769231,470.5,358.4761904761905,242.83870967741936,209.1111111111111,183.609756097561,163.65217391304347,147.6078431372549,123.40983606557377
1882.5,1255.0,836.6666666666666,684.5454545454546,579.2307692307693,470.625,358.57142857142856,242.90322580645162,209.16666666666666,183.65853658536585,163.69565217391303,147.64705882352942,123.44262295081968
1878.5,1252.3333333333333,834.8888888888888,683.0909090909091,578.0,469.625,357.8095238095238,242.38709677419354,208.7222222222222,183.26829268292684,163.34782608695653,147.33333333333334,123.18032786885246
1884.5,1256.3333333333333,837.5555555555555,685.2727272727273,579.8461538461539,471.125,358.9523809523809,243.16129032258064,209.38888888888889,183.85365853658539,163.8695652173913,147.80392156862746,123.57377049180329
1887.5,1258.3333333333333,838.8888888888888,686.3636363636364,580.7692307692308,471.875,359.5238095238095,243.54838709677418,209.7222222222222,184.14634146341464,164.1304347826087,148.0392156862745,123.7704918032787
1888.5,1259.0,839.3333333333333,686.7272727272727,581.0769230769231,472.125,359.7142857142857,243.6774193548387,209.83333333333331,184.2439024390244,164.2173913043478,148.11764705882354,123.8360655737705
1885.5,1257.0,838.0,685.6363636363636,580.1538461538462,471.375,359.1428571428571,243.29032258064515,209.5,183.95121951219514,163.95652173913044,147.88235294117646,123.63934426229508
1886.5,1257.6666666666665,838.4444444444443,686.0,580.4615384615385,471.625,359.3333333333333,243.41935483870967,209.6111111111111,184.0487804878049,164.04347826086956,147.9607843137255,123.70491803278689
1885.5,1257.0,838.0,685.6363636363636,580.1538461538462,471.375,359.1428571428571,243.29032258064515,209.5,183.95121951219514,163.95652173913044,147.88235294117646,123.63934426229508
1889.5,1259.6666666666665,839.7777777777777,687.0909090909091,581.3846153846155,472.375,359.90476190476187,243.80645161290323,209.94444444444443,184.34146341463415,164.30434782608694,148.19607843137254,123.9016393442623
1891.0,1260.6666666666665,840.4444444444443,687.6363636363636,581.8461538461539,472.75,360.19047619047615,244.0,210.1111111111111,184.4878048780488,164.43478260869566,148.31372549019608,124.0
1890.0,1260.0,840.0,687.2727272727273,581.5384615384615,472.5,360.0,243.8709677419355,210.0,184.39024390243904,164.34782608695653,148.23529411764704,123.9344262295082
1889.5,1259.6666666666665,839.7777777777777,687.0909090909091,581.3846153846155,472.375,359.90476190476187,243.80645161290323,209.94444444444443,184.34146341463415,164.30434782608694,148.19607843137254,123.9016393442623
1891.5,1261.0,840.6666666666666,687.8181818181819,582.0,472.875,360.2857142857143,244.06451612903226,210.16666666666666,184.53658536585365,164.47826086956522,148.35294117647058,124.03278688524591
1890.5,1260.3333333333333,840.2222222222222,687.4545454545455,581.6923076923077,472.625,360.0952380952381,243.93548387096774,210.05555555555554,184.4390243902439,164.3913043478261,148.27450980392157,123.9672131147541
1884.0,1256.0,837.3333333333333,685.0909090909091,579.6923076923077,471.0,358.85714285714283,243.09677419354838,209.33333333333331,183.8048780487805,163.82608695652172,147.76470588235293,123.54098360655739
1878.5,1252.3333333333333,834.8888888888888,683.0909090909091,578.0,469.625,357.8095238095238,242.38709677419354,208.7222222222222,183.26829268292684,163.34782608695653,147.33333333333334,123.18032786885246
1878.0,1252.0,834.6666666666666,682.9090909090909,577.8461538461539,469.5,357.7142857142857,242.32258064516128,208.66666666666666,183.21951219512195,163.30434782608694,147.2941176470588,123.14754098360656
1882.0,1254.6666666666665,836.4444444444443,684.3636363636364,579.0769230769231,470.5,358.4761904761905,242.83870967741936,209.1111111111111,183.609756097561,163.65217391304347,147.6078431372549,123.40983606557377
1885.5,1257.0,838.0,685.6363636363636,580.1538461538462,471.375,359.1428571428571,243.29032258064515,209.5,183.95121951219514,163.95652173913044,147.88235294117646,123.63934426229508
1885.0,1256.6666666666665,837.7777777777777,685.4545454545455,580.0,471.25,359.04761904761904,243.2258064516129,209.44444444444443,183.90243902439025,163.91304347826087,147.84313725490196,123.60655737704919
1886.5,1257.6666666666665,838.4444444444443,686.0,580.4615384615385,471.625,359.3333333333333,243.41935483870967,209.6111111111111,184.0487804878049,164.04347826086956,147.9607843137255,123.70491803278689
1881.5,1254.3333333333333,836.2222222222222,684.1818181818182,578.9230769230769,470.375,358.38095238095235,242.7741935483871,209.05555555555554,183.5609756097561,163.6086956521739,147.5686274509804,123.37704918032787
1884.0,1256.0,837.3333333333333,685.0909090909091,579.6923076923077,471.0,358.85714285714283,243.09677419354838,209.33333333333331,183.8048780487805,163.82608695652172,147.76470588235293,123.54098360655739
1883.5,1255.6666666666665,837.1111111111111,684.9090909090909,579.5384615384615,470.875,358.76190476190476,243.03225806451613,209.27777777777777,183.7560975609756,163.78260869565216,147.72549019607843,123.50819672131148
1879.0,1252.6666666666665,835.1111111111111,683.2727272727273,578.1538461538462,469.75,357.90476190476187,242.4516129032258,208.77777777777777,183.3170731707317,163.3913043478261,147.37254901960785,123.21311475409837
1880.0,1253.3333333333333,835.5555555555555,683.6363636363636,578.4615384615385,470.0,358.0952380952381,242.5806451612903,208.88888888888889,183.41463414634146,163.47826086956522,147.45098039215685,123.27868852459017
1881.0,1254.0,836.0,684.0,578.7692307692308,470.25,358.2857142857143,242.70967741935482,209.0,183.51219512195124,163.56521739130434,147.52941176470588,123.34426229508198
1897.5,1265.0,843.3333333333333,690.0,583.8461538461539,474.375,361.4285714285714,244.83870967741936,210.83333333333331,185.1219512195122,165.0,148.8235294117647,124.42622950819673
1901.5,1267.6666666666665,845.1111111111111,691.4545454545455,585.0769230769231,475.375,362.19047619047615,245.3548387096774,211.27777777777777,185.51219512195124,165.34782608695653,149.13725490196077,124.68852459016394
1895.5,1263.6666666666665,842.4444444444443,689.2727272727273,583.2307692307693,473.875,361.04761904761904,244.5806451612903,210.6111111111111,184.9268292682927,164.82608695652172,148.66666666666666,124.29508196721312
1895.5,1263.6666666666665,842.4444444444443,689.2727272727273,583.2307692307693,473.875,361.04761904761904,244.5806451612903,210.6111111111111,184.9268292682927,164.82608695652172,148.66666666666666,124.29508196721312
1892.5,1261.6666666666665,841.1111111111111,688.1818181818182,582.3076923076924,473.125,360.4761904761905,244.19354838709677,210.27777777777777,184.63414634146343,164.56521739130434,148.4313725490196,124.09836065573771
1893.5,1262.3333333333333,841.5555555555555,688.5454545454546,582.6153846153846,473.375,360.66666666666663,244.32258064516128,210.38888888888889,184.7317073170732,164.65217391304347,148.50980392156862,124.16393442622952
1896.0,1264.0,842.6666666666666,689.4545454545455,583.3846153846155,474.0,361.1428571428571,244.64516129032256,210.66666666666666,184.97560975609755,164.8695652173913,148.7058823529412,124.32786885245902
1900.5,1267.0,844.6666666666666,691.0909090909091,584.7692307692308,475.125,362.0,245.2258064516129,211.16666666666666,185.41463414634146,165.26086956521738,149.05882352941177,124.62295081967214
1903.5,1269.0,846.0,692.1818181818182,585.6923076923077,475.875,362.57142857142856,245.61290322580643,211.5,185.70731707317074,165.52173913043478,149.2941176470588,124.81967213114754
1904.5,1269.6666666666665,846.4444444444443,692.5454545454546,586.0,476.125,362.76190476190476,245.74193548387098,211.6111111111111,185.8048780487805,165.6086956521739,149.37254901960785,124.88524590163935
1908.5,1272.3333333333333,848.2222222222222,694.0,587.2307692307693,477.125,363.5238095238095,246.25806451612902,212.05555555555554,186.1951219512195,165.95652173913044,149.68627450980392,125.14754098360656
1908.5,1272.3333333333333,848.2222222222222,694.0,587.2307692307693,477.125,363.5238095238095,246.25806451612902,212.05555555555554,186.1951219512195,165.95652173913044,149.68627450980392,125.14754098360656
1908.0,1272.0,848.0,693.8181818181819,587.0769230769231,477.0,363.4285714285714,246.19354838709677,212.0,186.14634146341464,165.91304347826087,149.64705882352942,125.11475409836066
1906.5,1271.0,847.3333333333333,693.2727272727273,586.6153846153846,476.625,363.1428571428571,246.0,211.83333333333331,186.0,165.78260869565216,149.52941176470588,125.01639344262296
1902.0,1268.0,845.3333333333333,691.6363636363636,585.2307692307693,475.5,362.2857142857143,245.41935483870967,211.33333333333331,185.5609756097561,165.3913043478261,149.1764705882353,124.72131147540985
1903.5,1269.0,846.0,692.1818181818182,585.6923076923077,475.875,362.57142857142856,245.61290322580643,211.5,185.70731707317074,165.52173913043478,149.2941176470588,124.81967213114754
1908.0,1272.0,848.0,693.8181818181819,587.0769230769231,477.0,363.4285714285714,246.19354838709677,212.0,186.14634146341464,165.91304347826087,149.64705882352942,125.11475409836066
1908.0,1272.0,848.0,693.8181818181819,587.0769230769231,477.0,363.4285714285714,246.19354838709677,212.0,186.14634146341464,165.91304347826087,149.64705882352942,125.11475409836066
1905.0,1270.0,846.6666666666666,692.7272727272727,586.1538461538462,476.25,362.85714285714283,245.80645161290323,211.66666666666666,185.85365853658539,165.65217391304347,149.41176470588235,124.91803278688525
1908.0,1272.0,848.0,693.8181818181819,587.0769230769231,477.0,363.4285714285714,246.19354838709677,212.0,186.14634146341464,165.91304347826087,149.64705882352942,125.11475409836066
1903.5,1269.0,846.0,692.1818181818182,585.6923076923077,475.875,362.57142857142856,245.61290322580643,211.5,185.70731707317074,165.52173913043478,149.2941176470588,124.81967213114754
1897.5,1265.0,843.3333333333333,690.0,583.8461538461539,474.375,361.4285714285714,244.83870967741936,210.83333333333331,185.1219512195122,165.0,148.8235294117647,124.42622950819673
