ema_3,ema_5,ema_8,ema_10,ema_12,ema_13,ema_15,ema_20,ema_26,ema_30,ema_35,ema_40,ema_45,ema_50,ema_60,ema_70,ema_80,ema_90,ema_100,ema_110,ema_120,ema_130,ema_140,ema_150,ema_160,ema_170,ema_180,ema_190,ema_200
2840.0,2103.777777777778,1496.0493827160494,1251.8677685950413,1075.5739644970415,1004.6938775510203,887.5625,686.9750566893424,540.2524005486969,472.8782518210198,409.0864197530864,360.449732302201,322.14366729678636,291.1941560938101,244.25584520290246,210.34635984923625,184.70294162475233,164.63180775268688,148.4948534457406,135.23869815761708,124.15518065705895,114.75065555620301,106.6704894120014,99.65334853734487,93.50241117240846,88.06661878868712,83.22810659015292,78.89356103176996,74.9881438578253
2839.0,2103.0,1495.4814814814813,1251.3884297520663,1075.1597633136096,1004.3061224489795,887.21875,686.7074829931973,540.0411522633744,472.6930280957336,408.92592592592587,360.3081499107674,322.01701323251416,291.0795847750865,244.15963450685302,210.26343979369173,184.63008687700045,164.56683975365297,148.4362317419861,135.18529340150963,124.10614029096374,114.70532020278539,106.62833861475781,99.61396429981141,93.4654527217314,88.03180465784344,83.19520161167242,78.86236671143882,74.95849112645726
2838.25,2102.4444444444443,1495.0864197530864,1251.0578512396694,1074.8757396449705,1004.0408163265306,886.984375,686.5260770975057,539.8984910836763,472.5681581685744,408.8179012345679,360.21296847114814,321.93194706994325,291.00269127258747,244.09513571620533,210.20789525887722,184.58131382411216,164.523366743147,148.3970199000098,135.14958201444688,124.07335564510622,114.67501893829031,106.60017101755444,99.5876496644884,93.44076231626866,88.00854963920523,83.1732242605537,78.84153394917902,74.93868963639514
2841.0,2104.222222222222,1496.2469135802467,1252.0,1075.6686390532545,1004.7755102040817,887.625,687.0113378684807,540.2743484224966,472.894901144641,409.09876543209873,360.45925044616297,322.15122873345933,291.20030757401,244.26014512227897,210.34953382265425,184.70538027739673,164.63373988648715,148.49642191941967,135.23999675351024,124.15627347858754,114.75158790280285,106.67129420049292,99.65405026095347,93.50302843254502,88.06716596559625,83.22859497573333,78.89399961623859,74.98853988762656
2841.5,2104.8888888888887,1496.8395061728393,1252.5289256198348,1076.1420118343196,1005.2244897959183,888.03125,687.3378684807255,540.5377229080932,473.1279916753382,409.3024691358024,360.6400951814396,322.3137996219282,291.3479430988082,244.38484278419782,210.4574489188653,184.80048773052886,164.71875377369884,148.57327712969317,135.31012093174255,124.220749948774,114.81125808519316,106.72682460640812,99.70597780799088,93.55179198333397,88.11312882596354,83.27206129239033,78.93522655628958,75.02774683794956
2841.0,2104.4444444444443,1496.4938271604938,1252.2314049586776,1075.881656804734,1004.9795918367347,887.8125,687.1655328798186,540.4005486968449,473.0072840790843,409.19753086419746,360.5472932778108,322.2306238185255,291.272587466359,244.32141897339426,210.40269787740527,184.7523243408017,164.6757637966429,148.53445740613665,135.2747341936531,124.18823850829861,114.78118990734805,106.69885820632764,99.67983860357003,93.52725589290534,88.0900106015526,83.25020603766674,78.91450344014693,75.00804435533774
2840.0,2103.777777777778,1496.0493827160494,1251.8677685950413,1075.5739644970415,1004.6938775510203,887.5625,686.9750566893424,540.2524005486969,472.8782518210198,409.0864197530864,360.449732302201,322.14366729678636,291.1941560938101,244.25584520290246,210.34635984923625,184.70294162475233,164.63180775268688,148.4948534457406,135.23869815761708,124.15518065705895,114.75065555620301,106.6704894120014,99.65334853734487,93.50241117240846,88.06661878868712,83.22810659015292,78.89356103176996,74.9881438578253
2841.0,2104.3333333333335,1496.3703703703704,1252.1157024793388,1075.775147928994,1004.8775510204081,887.71875,687.0884353741496,540.3374485596707,472.95109261186263,409.14814814814815,360.50327186198695,322.1909262759924,291.2364475201846,244.29078204783661,210.37611585002975,184.72885230909924,164.65475184156503,148.51543966277816,135.25736547358167,124.17225599344307,114.76638890507546,106.68507620341029,99.66694443226174,93.5151421627252,88.07858828357442,83.23940050670004,78.90425152819276,74.99829212148214
2841.25,2104.6666666666665,1496.6666666666665,1252.3801652892562,1076.0118343195268,1005.1020408163265,887.921875,687.251700680272,540.469135802469,473.06763787721127,409.25,360.5936942296252,322.27221172022684,291.3102652825836,244.35313087879604,210.43007339813528,184.77640603566527,164.6972587851709,148.5538672679149,135.2924275626978,124.2044942285363,114.79622399627061,106.71284140636789,99.69290820578045,93.53952393811966,88.10156971375807,83.26113366502854,78.92486499821825,75.01789559664365
2842.0,2105.111111111111,1496.938271604938,1252.595041322314,1076.189349112426,1005.2653061224489,888.0625,687.3560090702947,540.5486968449931,473.1363163371488,409.3086419753086,360.6448542534206,322.3175803402646,291.3510188389081,244.38699274388608,210.4590359055743,184.8017070568511,164.71971984059897,148.5740613665327,135.31077022968913,124.22129635953829,114.81172425849309,106.72722700065388,99.7063286697952,93.55210061340225,88.1134024144181,83.27230548518055,78.9354458485239,75.02794485285018
