lwma_10,lwma_12,lwma_13,lwma_20,lwma_26,lwma_30,lwma_40,lwma_50,lwma_60,lwma_70,lwma_80,lwma_90,lwma_100,lwma_110,lwma_120,lwma_130,lwma_140,lwma_150,lwma_160,lwma_170,lwma_180,lwma_190,lwma_200
3789.4,3789.448717948718,3789.4505494505493,3789.214285714286,3788.968660968661,3788.804301075269,3788.326829268293,3788.173333333333,,,,,,,,,,,,,,,
3789.4363636363637,3789.5128205128203,3789.5274725274726,3789.342857142857,3789.05698005698,3788.9333333333334,3788.4439024390244,3788.2494117647057,,,,,,,,,,,,,,,
3788.2727272727275,3788.653846153846,3788.7252747252746,3788.8761904761905,3788.706552706553,3788.658064516129,3788.2634146341466,3788.0886274509803,,,,,,,,,,,,,,,
3788.072727272727,3788.602564102564,3788.703296703297,3788.885714285714,3788.746438746439,3788.701075268817,3788.3317073170733,3788.126274509804,,,,,,,,,,,,,,,
3787.418181818182,3788.025641025641,3788.230769230769,3788.614285714286,3788.5698005698005,3788.5397849462365,3788.2487804878047,3788.0470588235294,,,,,,,,,,,,,,,
3787.1272727272726,3787.6153846153848,3787.879120879121,3788.447619047619,3788.4729344729344,3788.436559139785,3788.2146341463413,3788.0117647058823,,,,,,,,,,,,,,,
3787.7090909090907,3787.9102564102564,3788.098901098901,3788.6666666666665,3788.675213675214,3788.6021505376343,3788.3768292682926,3788.1372549019607,,,,,,,,,,,,,,,
3789.4363636363637,3789.1923076923076,3789.2087912087914,3789.4333333333334,3789.3076923076924,3789.1548387096773,3788.829268292683,3788.4988235294118,,,,,,,,,,,,,,,
3791.4,3790.75641025641,3790.5934065934066,3790.352380952381,3790.054131054131,3789.8236559139787,3789.368292682927,3788.9333333333334,,,,,,,,,,,,,,,
3793.672727272727,3792.7179487179487,3792.3626373626375,3791.504761904762,3790.980056980057,3790.6623655913977,3790.039024390244,3789.478431372549,,,,,,,,,,,,,,,
3794.7090909090907,3793.75641025641,3793.3296703296705,3792.1238095238095,3791.5014245014245,3791.148387096774,3790.442682926829,3789.817254901961,3789.469945355191,,,,,,,,,,,,,,
3793.7636363636366,3793.1153846153848,3792.7912087912086,3791.7428571428572,3791.25641025641,3790.9655913978495,3790.342682926829,3789.7576470588237,3789.412568306011,,,,,,,,,,,,,,
3792.8727272727274,3792.4358974358975,3792.2417582417584,3791.347619047619,3791.014245014245,3790.778494623656,3790.2365853658534,3789.6972549019606,3789.355737704918,,,,,,,,,,,,,,
3789.927272727273,3790.076923076923,3790.087912087912,3789.904761904762,3789.954415954416,3789.8752688172044,3789.5878048780487,3789.2062745098037,3788.9382513661203,,,,,,,,,,,,,,
3787.2181818181816,3787.897435897436,3788.065934065934,3788.5476190476193,3788.931623931624,3789.0021505376344,3788.948780487805,3788.7223529411763,3788.5284153005464,,,,,,,,,,,,,,
3784.8727272727274,3785.974358974359,3786.3406593406594,3787.3809523809523,3788.017094017094,3788.2193548387095,3788.3670731707316,3788.2854901960786,3788.1601092896176,,,,,,,,,,,,,,
3780.5272727272727,3782.358974358974,3782.978021978022,3785.157142857143,3786.2507122507122,3786.686021505376,3787.218292682927,3787.3866666666668,3787.406557377049,,,,,,,,,,,,,,
3777.018181818182,3779.3205128205127,3780.164835164835,3783.2619047619046,3784.6951566951566,3785.3268817204303,3786.198780487805,3786.5850980392156,3786.733333333333,,,,,,,,,,,,,,
3773.327272727273,3775.923076923077,3776.989010989011,3781.095238095238,3782.891737891738,3783.756989247312,3785.0134146341466,3785.643137254902,3785.9415300546448,,,,,,,,,,,,,,
3769.7454545454543,3772.423076923077,3773.6483516483518,3778.752380952381,3780.934472934473,3782.047311827957,3783.712195121951,3784.6023529411764,3785.0661202185793,,,,,,,,,,,,,,
3764.3818181818183,3767.24358974359,3768.6483516483518,3775.190476190476,3778.037037037037,3779.498924731183,3781.762195121951,3783.030588235294,3783.7475409836065,3784.3102615694165,,,,,,,,,,,,,
3760.8545454545456,3763.5128205128203,3764.923076923077,3772.304761904762,3775.6524216524217,3777.3612903225808,3780.1048780487804,3781.684705882353,3782.616393442623,3783.3207243460765,,,,,,,,,,,,,
3758.163636363636,3760.5897435897436,3761.868131868132,3769.7,3773.4672364672365,3775.3591397849464,3778.537804878049,3780.4023529411766,3781.5371584699456,3782.374245472837,,,,,,,,,,,,,
3754.836363636364,3757.1666666666665,3758.3626373626375,3766.5809523809526,3770.8831908831908,3772.9806451612903,3776.6682926829267,3778.8690196078433,3780.248087431694,3781.2446680080484,,,,,,,,,,,,,
3753.3454545454547,3755.358974358974,3756.4285714285716,3764.3380952380953,3768.945868945869,3771.159139784946,3775.1951219512193,3777.6407843137254,3779.210382513661,3780.330382293763,,,,,,,,,,,,,
3752.836363636364,3754.4615384615386,3755.3076923076924,3762.542857142857,3767.327635327635,3769.625806451613,3773.9121951219513,3776.5545098039215,3778.289617486339,3779.516700201207,,,,,,,,,,,,,
3752.181818181818,3753.371794871795,3754.1098901098903,3760.614285714286,3765.5698005698005,3767.984946236559,3772.5231707317075,3775.3796078431374,3777.288524590164,3778.6334004024143,,,,,,,,,,,,,
3751.581818181818,3752.4358974358975,3753.032967032967,3758.7761904761905,3763.840455840456,3766.3698924731184,3771.1268292682926,3774.1960784313724,3776.2748633879783,3777.738028169014,,,,,,,,,,,,,
3751.2727272727275,3751.8333333333335,3752.230769230769,3757.157142857143,3762.222222222222,3764.8387096774195,3769.7768292682927,3773.0439215686274,3775.281420765027,3776.8583501006037,,,,,,,,,,,,,
3751.3636363636365,3751.5641025641025,3751.8571428571427,3755.861904761905,3760.77207977208,3763.447311827957,3768.5207317073173,3771.96,3774.3404371584697,3776.0225352112675,,,,,,,,,,,,,
3751.6,3751.4871794871797,3751.6263736263736,3754.804761904762,3759.4273504273506,3762.1247311827956,3767.310975609756,3770.9043137254903,3773.416393442623,3775.2016096579478,3776.623148148148,,,,,,,,,,,,
3750.6363636363635,3750.628205128205,3750.703296703297,3753.390476190476,3757.735042735043,3760.4924731182796,3765.8512195121953,3769.64,3772.3131147540985,3774.226559356137,3775.739814814815,,,,,,,,,,,,
3749.581818181818,3749.7948717948716,3749.8241758241757,3752.0761904761903,3756.08547008547,3758.8903225806453,3764.389024390244,3768.3670588235295,3771.1967213114754,3773.239436619718,3774.8447530864196,,,,,,,,,,,,
3749.2,3749.4358974358975,3749.5384615384614,3751.247619047619,3754.7891737891737,3757.5655913978494,3763.1243902439023,3767.2423529411763,3770.198907103825,3772.354124748491,3774.036728395062,,,,,,,,,,,,
3748.0363636363636,3748.5,3748.6593406593406,3750.1714285714284,3753.3361823361824,3756.0709677419354,3761.720731707317,3765.993725490196,3769.0896174863387,3771.3710261569418,3773.142901234568,,,,,,,,,,,,
3748.109090909091,3748.5897435897436,3748.714285714286,3749.8190476190475,3752.4843304843303,3755.05376344086,3760.673170731707,3765.0149019607843,3768.198360655738,3770.57384305835,3772.412037037037,,,,,,,,,,,,
3748.818181818182,3749.076923076923,3749.21978021978,3749.8809523809523,3752.002849002849,3754.309677419355,3759.826829268293,3764.1835294117645,3767.4284153005465,3769.876458752515,3771.768209876543,,,,,,,,,,,,
3749.1454545454544,3749.24358974359,3749.3516483516482,3749.809523809524,3751.4985754985755,3753.5182795698925,3758.932926829268,3763.2996078431374,3766.613661202186,3769.1372233400402,3771.087037037037,,,,,,,,,,,,
3749.109090909091,3749.153846153846,3749.2087912087914,3749.6238095238095,3750.948717948718,3752.696774193548,3757.9890243902437,3762.3670588235295,3765.7551912568306,3768.3565392354126,3770.3685185185186,,,,,,,,,,,,
3749.2909090909093,3749.25641025641,3749.2747252747254,3749.6,3750.5811965811968,3752.047311827957,3757.139024390244,3761.50431372549,3764.9508196721313,3767.6193158953724,3769.687345679012,,,,,,,,,,,,
3749.509090909091,3749.371794871795,3749.3626373626375,3749.6238095238095,3750.287749287749,3751.509677419355,3756.330487804878,3760.6729411764704,3764.1672131147543,3766.8953722334004,3769.018209876543,3770.784371184371,,,,,,,,,,,
3748.8545454545456,3748.730769230769,3748.747252747253,3749.152380952381,3749.6980056980055,3750.750537634409,3755.3243902439026,3759.6745098039214,3763.239344262295,3766.0442655935612,3768.2376543209875,3770.057142857143,,,,,,,,,,,
3748.4,3748.3333333333335,3748.3406593406594,3748.804761904762,3749.2735042735044,3750.1462365591397,3754.4219512195123,3758.745882352941,3762.3661202185795,3765.2362173038227,3767.4944444444445,3769.3623931623933,,,,,,,,,,,
3747.7454545454543,3747.858974358974,3747.8571428571427,3748.390476190476,3748.82905982906,3749.5655913978494,3753.5170731707317,3757.8101960784315,3761.48087431694,3764.4144869215293,3766.7395061728394,3768.6556776556777,,,,,,,,,,,
3746.418181818182,3746.7820512820513,3746.879120879121,3747.595238095238,3748.1509971509972,3748.793548387097,3752.470731707317,3756.7560784313728,3760.4890710382515,3763.495774647887,3765.8981481481483,3767.872039072039,,,,,,,,,,,
3746.2363636363634,3746.6794871794873,3746.813186813187,3747.4238095238097,3747.980056980057,3748.483870967742,3751.771951219512,3755.9803921568628,3759.7196721311475,3762.762977867203,3765.2188271604937,3767.2327228327226,,,,,,,,,,,
3747.018181818182,3747.358974358974,3747.4395604395604,3747.766666666667,3748.2165242165242,3748.5612903225806,3751.3658536585367,3755.438431372549,3759.136612021858,3762.189134808853,3764.6756172839505,3766.714285714286,,,,,,,,,,,
3749.6363636363635,3749.474358974359,3749.4505494505493,3749.0619047619048,3749.1766381766383,3749.3118279569894,3751.4951219512195,3755.321568627451,3758.9,3761.912676056338,3764.390740740741,3766.425396825397,,,,,,,,,,,
3752.0545454545454,3751.4358974358975,3751.263736263736,3750.304761904762,3750.105413105413,3750.07311827957,3751.667073170732,3755.2266666666665,3758.678142076503,3761.6478873239435,3764.113888888889,3766.1433455433457,,,,,,,,,,,
3754.6,3753.5897435897436,3753.230769230769,3751.6857142857143,3751.153846153846,3750.9655913978495,3751.981707317073,3755.229019607843,3758.5360655737704,3761.4498993963784,3763.894135802469,3765.912087912088,,,,,,,,,,,
3757.072727272727,3755.730769230769,3755.21978021978,3753.1047619047617,3752.222222222222,3751.9139784946237,3752.391463414634,3755.286274509804,3758.4409836065574,3761.2897384305834,3763.704938271605,3765.7089133089135,3767.4477227722773,,,,,,,,,,
3757.818181818182,3756.4358974358975,3755.912087912088,3753.7,3752.6609686609686,3752.305376344086,3752.45,3755.047843137255,3758.0956284153003,3760.912676056338,3763.324074074074,3765.3357753357755,3767.08,,,,,,,,,,
3760.5272727272727,3758.897435897436,3758.230769230769,3755.385714285714,3753.982905982906,3753.458064516129,3753.130487804878,3755.3058823529414,3758.158469945355,3760.8849094567404,3763.2472222222223,3765.233455433455,3766.9560396039606,,,,,,,,,,
3763.909090909091,3762.0384615384614,3761.197802197802,3757.5285714285715,3755.7008547008545,3754.9612903225807,3754.1256097560977,3755.810980392157,3758.427868852459,3761.0321931589538,3763.3225308641977,3765.2676434676437,3766.9544554455447,,,,,,,,,,
3767.109090909091,3765.102564102564,3764.1758241758243,3759.733333333333,3757.4985754985755,3756.5290322580645,3755.2195121951218,3756.4054901960785,3758.773224043716,3761.24185110664,3763.45,3765.3482295482295,3766.9954455445545,,,,,,,,,,
3768.5636363636363,3766.846153846154,3765.945054945055,3761.209523809524,3758.777777777778,3757.6559139784945,3756.019512195122,3756.7717647058826,3758.9322404371583,3761.286921529175,3763.431172839506,3765.2991452991455,3766.920594059406,,,,,,,,,,
3769.9454545454546,3768.5641025641025,3767.7252747252746,3762.7761904761905,3760.1509971509972,3758.877419354839,3756.9243902439025,3757.229019607843,3759.1699453551914,3761.3951710261567,3763.4682098765434,3765.2981684981687,3766.889504950495,,,,,,,,,,
3770.581818181818,3769.5641025641025,3768.912087912088,3764.057142857143,3761.3162393162393,3759.9247311827958,3757.721951219512,3757.6219607843136,3759.3535519125685,3761.4523138832997,3763.4614197530864,3765.2571428571428,3766.822574257426,,,,,,,,,,
3772.509090909091,3771.4871794871797,3770.912087912088,3766.004761904762,3763.002849002849,3761.4451612903226,3758.9048780487806,3758.3490196078433,3759.8098360655736,3761.7420523138835,3763.6583333333333,3765.396092796093,3766.917821782178,,,,,,,,,,
3774.672727272727,3773.525641025641,3772.989010989011,3768.095238095238,3764.814814814815,3763.0989247311827,3760.2146341463413,3759.2094117647057,3760.368306010929,3762.1199195171025,3763.932098765432,3765.6029304029303,3767.0746534653467,,,,,,,,,,
3776.1454545454544,3775.0,3774.4505494505493,3769.842857142857,3766.3817663817663,3764.559139784946,3761.4,3760.0070588235294,3760.862295081967,3762.444668008048,3764.1583333333333,3765.7660561660564,3767.193267326733,3768.5010647010645,,,,,,,,,
3777.163636363636,3776.0897435897436,3775.5714285714284,3771.352380952381,3767.77207977208,3765.894623655914,3762.4951219512195,3760.778823529412,3761.3278688524592,3762.744064386318,3764.3617283950616,3765.9081807081807,3767.293861386139,3768.566420966421,,,,,,,,,
3778.509090909091,3777.602564102564,3777.076923076923,3773.0809523809526,3769.3760683760684,3767.4172043010753,3763.7512195121953,3761.713725490196,3761.9306010928963,3763.1581488933602,3764.6657407407406,3766.1389499389497,3767.4750495049507,3768.7053235053236,,,,,,,,,
3779.2363636363634,3778.576923076923,3778.087912087912,3774.442857142857,3770.746438746439,3768.7290322580643,3764.871951219512,3762.5733333333333,3762.468306010929,3763.517505030181,3764.9206790123458,3766.3255189255187,3767.6176237623763,3768.808845208845,,,,,,,,,
3777.490909090909,3777.24358974359,3777.065934065934,3774.3952380952383,3771.068376068376,3769.131182795699,3765.3146341463416,3762.9192156862746,3762.5841530054645,3763.5158953722334,3764.857407407407,3766.227106227106,3767.5035643564356,3768.679606879607,,,,,,,,,
3773.909090909091,3774.230769230769,3774.3516483516482,3773.1714285714284,3770.5213675213677,3768.772043010753,3765.201219512195,3762.84,3762.349180327869,3763.21569416499,3764.5287037037037,3765.890598290598,3767.1752475247526,3768.3561015561017,,,,,,,,,
3770.4,3771.2948717948716,3771.6263736263736,3771.804761904762,3769.880341880342,3768.3333333333335,3765.0365853658536,3762.7372549019606,3762.09781420765,3762.902615694165,3764.18487654321,3765.540659340659,3766.8332673267328,3768.020311220311,,,,,,,,,
3768.6545454545453,3769.858974358974,3770.252747252747,3771.1809523809525,3769.814814814815,3768.404301075269,3765.2573170731707,3762.955294117647,3762.127868852459,3762.830181086519,3764.0478395061727,3765.3750915750916,3766.6562376237625,3767.834561834562,,,,,,,,,
3768.309090909091,3769.5897435897436,3770.021978021978,3771.214285714286,3770.2136752136753,3768.898924731183,3765.8036585365853,3763.4501960784314,3762.4054644808743,3762.9653923541246,3764.0913580246915,3765.3699633699634,3766.6225742574256,3767.7791973791973,,,,,,,,,
3767.927272727273,3769.1923076923076,3769.6483516483518,3771.109523809524,3770.4672364672365,3769.2817204301077,3766.2768292682927,3763.8996078431373,3762.665573770492,3763.07847082495,3764.1154320987653,3765.3470085470085,3766.5722772277227,3767.708927108927,,,,,,,,,
3768.309090909091,3769.269230769231,3769.736263736264,3771.2619047619046,3770.871794871795,3769.815053763441,3766.8743902439023,3764.458823529412,3763.0415300546447,3763.281690140845,3764.2197530864196,3765.3943833943836,3766.5839603960394,3767.695823095823,3768.7570247933886,,,,,,,,
3767.0,3767.8846153846152,3768.3736263736264,3770.4238095238097,3770.4444444444443,3769.65376344086,3766.958536585366,3764.604705882353,3763.102732240437,3763.209255533199,3764.0814814814817,3765.2251526251525,3766.399801980198,3767.5051597051597,3768.5596418732785,,,,,,,,
3766.890909090909,3767.5128205128203,3767.901098901099,3770.0333333333333,3770.3418803418804,3769.7763440860217,3767.265853658537,3764.937254901961,3763.3409836065575,3763.2885311871228,3764.073148148148,3765.171184371184,3766.3184158415843,3767.4083538083537,3768.448347107438,,,,,,,,
3766.8727272727274,3767.141025641026,3767.4395604395604,3769.552380952381,3770.119658119658,3769.7870967741937,3767.4963414634144,3765.218039215686,3763.5568306010928,3763.3460764587526,3764.045987654321,3765.099145299145,3766.22,3767.296805896806,3768.323140495868,,,,,,,,
3765.4727272727273,3765.5384615384614,3765.835164835165,3768.252380952381,3769.2165242165242,3769.169892473118,3767.2646341463415,3765.1286274509803,3763.482513661202,3763.158953722334,3763.804938271605,3764.8349206349208,3765.9467326732674,3767.026044226044,3768.052341597796,,,,,,,,
3764.6181818181817,3764.5641025641025,3764.747252747253,3767.233333333333,3768.4729344729344,3768.6451612903224,3767.1134146341465,3765.1129411764705,3763.4836065573772,3763.0394366197183,3763.625,3764.621978021978,3765.71801980198,3766.795904995905,3767.8192837465563,,,,,,,,
3764.072727272727,3764.1666666666665,3764.197802197802,3766.457142857143,3767.8888888888887,3768.221505376344,3767.04756097561,3765.171764705882,3763.55956284153,3762.9871227364183,3763.5052469135803,3764.459829059829,3765.5352475247523,3766.606388206388,3767.623691460055,,,,,,,,
3769.418181818182,3768.923076923077,3768.5714285714284,3768.8761904761905,3769.7578347578346,3769.905376344086,3768.580487804878,3766.516862745098,3764.71912568306,3763.8760563380283,3764.2101851851853,3765.0288156288157,3766.0116831683167,3767.015888615889,3767.977685950413,,,,,,,,
3775.6545454545453,3774.423076923077,3773.7912087912086,3771.942857142857,3772.1111111111113,3772.0344086021505,3770.45,3768.141176470588,3766.125683060109,3764.991146881288,3765.1111111111113,3765.7721611721613,3766.6457425742574,3767.5683865683864,3768.4632231404958,,,,,,,,
3779.1272727272726,3777.474358974359,3776.7912087912086,3773.752380952381,3773.4786324786323,3773.3010752688174,3771.6682926829267,3769.254117647059,3767.1169398907105,3765.7665995975854,3765.7104938271605,3766.2481074481075,3767.0392079207923,3767.9020475020475,3768.748622589532,,,,,,,,
3782.2181818181816,3780.1794871794873,3779.4065934065934,3775.519047619048,3774.80056980057,3774.509677419355,3772.836585365854,3770.3364705882354,3768.091256830601,3766.5464788732393,3766.3077160493826,3766.7238095238095,3767.4320792079207,3768.234398034398,3769.033746556474,3769.836523781562,,,,,,,
3783.890909090909,3781.7051282051284,3780.868131868132,3776.6619047619047,3775.6381766381764,3775.2752688172045,3773.6621951219513,3771.1529411764704,3768.844262295082,3767.1597585513077,3766.755864197531,3767.0666666666666,3767.7051485148513,3768.457493857494,3769.219421487603,3769.989078097475,,,,,,,
3785.5272727272727,3783.346153846154,3782.4615384615386,3777.9666666666667,3776.5840455840457,3776.1096774193547,3774.5365853658536,3772.0172549019608,3769.644262295082,3767.830181086519,3767.2549382716047,3767.453235653236,3768.017821782178,3768.7161343161342,3769.4382920110193,3770.1725190839693,,,,,,,
3787.7272727272725,3785.576923076923,3784.5824175824177,3779.7285714285713,3777.860398860399,3777.227956989247,3775.6048780487804,3773.044705882353,3770.5890710382514,3768.641448692153,3767.8765432098767,3767.9496947496946,3768.428910891089,3769.064045864046,3769.739944903581,3770.4322959483266,,,,,,,
3791.109090909091,3788.8205128205127,3787.78021978022,3782.295238095238,3779.74358974359,3778.8903225806453,3777.0548780487807,3774.390588235294,3771.8032786885246,3769.6997987927566,3768.7194444444444,3768.6444444444446,3769.017821782178,3769.5728091728092,3770.189393939394,3770.829242513212,,,,,,,
3794.8,3792.5641025641025,3791.4175824175823,3785.2761904761905,3782.008547008547,3780.888172043011,3778.7243902439022,3775.9270588235295,3773.187431693989,3770.917102615694,3769.705864197531,3769.4698412698413,3769.72297029703,3770.186732186732,3770.7359504132232,3771.3167351732236,,,,,,,
3798.0,3796.102564102564,3794.912087912088,3788.209523809524,3784.3504273504273,3782.937634408602,3780.4182926829267,3777.497254901961,3774.608743169399,3772.178672032193,3770.7354938271606,3770.336263736264,3770.4639603960395,3770.8342342342344,3771.312947658402,3771.833000587199,,,,,,,
3801.8,3800.2179487179487,3799.087912087912,3791.652380952381,3787.202279202279,3785.425806451613,3782.432926829268,3779.337254901961,3776.261202185792,3773.6478873239435,3771.957098765432,3771.3748473748474,3771.358811881188,3771.622932022932,3772.0194214876033,3772.469406928949,,,,,,,
3805.2,3803.602564102564,3802.6153846153848,3794.842857142857,3789.945868945869,3787.815053763441,3784.380487804878,3781.1254901960783,3777.8775956284153,3775.096981891348,3773.1725308641976,3772.4068376068376,3772.2481188118813,3772.407371007371,3772.7219008264465,3773.1026423957724,,,,,,,
3808.163636363636,3806.128205128205,3805.3736263736264,3797.7190476190476,3792.5185185185187,3790.058064516129,3786.212195121951,3782.8211764705884,3779.425136612022,3776.496177062374,3774.357716049383,3773.4092796092796,3773.111881188119,3773.169041769042,3773.4037190082645,3773.7174398120965,,,,,,,
3810.1272727272726,3807.923076923077,3807.1098901098903,3800.0904761904762,3794.769230769231,3792.0344086021505,3787.8341463414636,3784.3474509803923,3780.839344262295,3777.788329979879,3775.4645061728397,3774.337973137973,3773.911089108911,3773.872072072072,3774.0314049586777,3774.2832648267763,3774.613475177305,,,,,,
3810.0545454545454,3808.2051282051284,3807.3626373626375,3801.4142857142856,3796.225071225071,3793.3591397849464,3788.958536585366,3785.4713725490196,3781.925136612022,3778.8,3776.3441358024693,3775.0627594627595,3774.5269306930695,3774.4085176085177,3774.506336088154,3774.7088667058133,3774.9949341438705,,,,,,
3810.181818181818,3808.7820512820513,3808.032967032967,3802.8285714285716,3797.769230769231,3794.8236559139787,3790.1719512195123,3786.6666666666665,3783.077595628415,3779.8748490945673,3777.2925925925924,3775.850061050061,3775.1982178217822,3774.995904995905,3775.02782369146,3775.17815619495,3775.4173252279634,,,,,,
3811.581818181818,3810.5384615384614,3809.813186813187,3804.9142857142856,3799.834757834758,3796.8172043010754,3791.778048780488,3788.1670588235293,3784.4912568306013,3781.1810865191146,3778.457098765432,3776.8295482295484,3776.0437623762377,3775.741687141687,3775.6946280991738,3775.7826189078096,3775.965349544073,,,,,,
3812.5454545454545,3811.897435897436,3811.3186813186812,3806.766666666667,3801.7521367521367,3798.7354838709675,3793.3341463414636,3789.6117647058823,3785.8677595628415,3782.4587525150905,3779.609259259259,3777.802442002442,3776.8849504950495,3776.4832104832103,3776.3570247933885,3776.3834409864944,3776.510739614995,,,,,,
