lwma_10,lwma_12,lwma_13,lwma_20,lwma_26,lwma_30,lwma_40,lwma_50,lwma_60,lwma_70,lwma_80,lwma_90,lwma_100,lwma_110,lwma_120,lwma_130,lwma_140,lwma_150,lwma_160,lwma_170,lwma_180,lwma_190,lwma_200
4191.709090909091,4191.25641025641,4191.219780219781,4192.3,4193.048433048433,4193.363440860215,4193.657317073171,4193.980392156863,4194.351366120219,4194.60523138833,4194.678703703704,4194.730158730159,4189.529702970297,4178.597542997543,4165.100826446281,4150.605519671169,4135.915197568389,4121.457218543046,4107.533462732919,4094.384657722738,4082.0592387968077,4070.5748139983466,4059.924328358209
4191.927272727273,4191.371794871795,4191.219780219781,4192.047619047619,4192.80056980057,4193.14623655914,4193.501219512195,4193.83137254902,4194.204918032787,4194.494567404427,4194.581481481481,4194.642490842491,4190.39702970297,4180.04226044226,4166.914876033058,4152.670229007634,4138.138399189463,4123.785695364239,4109.914130434782,4096.776883384933,4084.4454266421117,4072.9344723064205,4062.246815920398
4192.672727272728,4191.961538461538,4191.747252747253,4192.104761904762,4192.786324786325,4193.131182795699,4193.498780487805,4193.804705882353,4194.161202185793,4194.465593561368,4194.558950617284,4194.622222222222,4191.233069306931,4181.468468468468,4168.718732782369,4154.7294186729305,4140.359574468085,4126.115496688742,4112.299223602485,4099.175920192639,4086.8399631675875,4075.3039955910717,4064.580298507463
4192.672727272728,4192.076923076923,4191.824175824176,4191.8761904761905,4192.558404558405,4192.924731182796,4193.354878048781,4193.6627450980395,4194.021857923497,4194.350503018109,4194.462654320988,4194.536507936508,4191.917425742574,4182.767895167895,4170.41432506887,4156.691015854374,4142.493414387031,4128.366887417218,4114.614052795031,4101.511455108359,4089.1761817065685,4077.620115734362,4066.864776119403
4192.018181818182,4191.717948717948,4191.494505494506,4191.380952380952,4192.119658119658,4192.533333333334,4193.076829268292,4193.406274509804,4193.788524590164,4194.150503018109,4194.294135802469,4194.387057387057,4192.449900990099,4183.941687141687,4172.001652892562,4158.554315913095,4144.540020263425,4130.539867549669,4116.858618012422,4103.783625730995,4091.454205033763,4079.883108294296,4069.100199004975
4191.472727272727,4191.448717948718,4191.32967032967,4191.038095238096,4191.780626780626,4192.217204301075,4192.860975609756,4193.196862745098,4193.5934426229505,4193.979476861167,4194.152777777777,4194.261538461538,4192.9091089108915,4185.061425061425,4173.546556473829,4160.380622431004,4146.556231003039,4132.687505518764,4119.08299689441,4106.039697282422,4093.718170656845,4082.1350785340314,4071.326517412935
4190.927272727273,4191.128205128205,4191.0989010989015,4190.747619047619,4191.470085470086,4191.913978494624,4192.64756097561,4192.994509803922,4193.402732240437,4193.808450704225,4194.013580246914,4194.13724053724,4193.274851485148,4186.109090909091,4175.032644628099,4162.155255431591,4148.528976697062,4134.795938189845,4121.274534161491,4108.2675610595115,4095.9571516267647,4084.365720584183,4073.533582089552
4189.636363636364,4190.128205128205,4190.252747252747,4190.142857142857,4190.88603988604,4191.369892473118,4192.239024390244,4192.642352941177,4193.085792349727,4193.525150905432,4193.777777777777,4193.926495726496,4193.467524752476,4187.011302211302,4176.392837465564,4163.81679389313,4150.401114488349,4136.811920529802,4123.383152173913,4110.420433436532,4098.1270718232045,4086.5330394047946,4075.6816915422887
4188.854545454546,4189.48717948718,4189.681318681319,4189.809523809524,4190.481481481482,4190.9763440860215,4191.9292682926825,4192.380392156862,4192.843169398907,4193.301006036218,4193.594444444445,4193.761904761905,4193.605148514852,4187.877805077805,4177.726997245179,4165.458132706987,4152.258561296859,4138.814746136865,4125.483462732919,4112.568971448229,4100.294106813996,4088.6998622209976,4077.8305970149254
4188.436363636363,4189.01282051282,4189.274725274725,4189.633333333333,4190.17094017094,4190.668817204301,4191.670731707317,4192.166274509804,4192.64043715847,4193.109054325956,4193.438271604939,4193.620757020757,4193.668712871287,4188.69009009009,4179.01694214876,4167.063417498532,4154.086828774063,4140.792494481237,4127.5625,4114.701410388717,4102.4471454880295,4090.855497382199,4079.9702985074628
4188.290909090909,4188.75641025641,4189.010989010989,4189.571428571428,4189.954415954416,4190.449462365591,4191.463414634146,4191.996078431373,4192.475956284153,4192.949295774648,4193.308641975309,4193.5030525030525,4193.656633663366,4189.448157248157,4180.262258953168,4168.632765707574,4155.885714285714,4142.744282560707,4129.6202639751555,4116.817819057447,4104.586065070595,4092.999779553596,4082.1007960199004
4188.090909090909,4188.448717948718,4188.648351648351,4189.433333333333,4189.695156695157,4190.182795698925,4191.217073170732,4191.792941176471,4192.284153005465,4192.764587525151,4193.155555555555,4193.364835164835,4193.529900990099,4190.11466011466,4181.430165289256,4170.135877862595,4157.626342451875,4144.643796909492,4131.631832298137,4118.8936360509115,4106.688581952118,4095.1116561036097,4084.202039800995
4187.945454545455,4188.205128205128,4188.384615384615,4189.304761904762,4189.470085470086,4189.933333333333,4190.979268292683,4191.596862745098,4192.097267759563,4192.58430583501,4193.0012345679015,4193.227838827839,4193.40495049505,4190.706633906634,4182.537465564738,4171.588373458602,4159.322998986829,4146.5047240618105,4133.609860248447,4120.940557275542,4108.766052793125,4097.201432901626,4086.2839800995025
4189.0,4188.98717948718,4189.0329670329675,4189.72380952381,4189.732193732194,4190.083870967742,4191.042682926829,4191.643921568628,4192.1120218579235,4192.577464788732,4192.995679012346,4193.22442002442,4193.400396039604,4191.331367731368,4183.683608815427,4173.083147386964,4161.060688956433,4148.406622516556,4135.628881987577,4123.028826969385,4110.884837323511,4099.331771837972,4088.4060696517413
4190.181818181818,4189.884615384615,4189.846153846154,4190.195238095238,4190.091168091168,4190.301075268817,4191.1560975609755,4191.73568627451,4192.160109289617,4192.600804828974,4193.013580246914,4193.243711843712,4193.416831683168,4191.897133497134,4184.7856749311295,4174.542806811509,4162.766970618034,4150.2825607064015,4137.626086956522,4125.099346405229,4112.989257213014,4101.449931110499,4090.5183582089553
4190.872727272727,4190.461538461538,4190.32967032967,4190.42380952381,4190.316239316239,4190.4,4191.169512195122,4191.752156862745,4192.144262295082,4192.569014084507,4192.980555555556,4193.219291819292,4193.393861386138,4192.348730548731,4185.793112947658,4175.920845566647,4164.399088145897,4152.0925386313465,4139.56397515528,4127.117096663227,4115.046347452425,4103.524221548636,4092.5909950248756
4191.854545454546,4191.320512820513,4191.10989010989,4190.823809523809,4190.68660968661,4190.6430107526885,4191.282926829268,4191.845490196079,4192.196721311476,4192.595171026157,4192.995679012346,4193.239560439561,4193.410693069307,4192.758394758394,4186.772451790634,4177.278802113917,4166.014589665653,4153.890772626932,4141.491925465839,4129.1288613691095,4117.100122774708,4105.596803527143,4094.66407960199
4192.0,4191.474358974359,4191.274725274725,4190.809523809524,4190.754985754986,4190.645161290323,4191.203658536585,4191.777254901961,4192.119672131147,4192.5098591549295,4192.91049382716,4193.172161172161,4193.348316831683,4193.0173628173625,4187.623140495868,4178.524016441574,4167.5278622087135,4155.597262693157,4143.33501552795,4131.063983488132,4119.084162062615,4107.6048498208875,4096.677711442786
4192.036363636364,4191.602564102564,4191.406593406594,4190.804761904762,4190.820512820513,4190.670967741936,4191.129268292683,4191.705098039216,4192.047540983606,4192.428571428572,4192.825617283951,4193.105738705739,4193.286534653465,4193.1970515970515,4188.412672176309,4179.718144450969,4168.996757852077,4157.265695364238,4145.142779503106,4132.969315445476,4121.043093922652,4109.590135023423,4098.6716915422885
4191.818181818182,4191.551282051282,4191.373626373626,4190.733333333334,4190.789173789174,4190.651612903226,4191.013414634146,4191.5921568627455,4191.946448087432,4192.322736418511,4192.717901234568,4193.018315018315,4193.2053465346535,4193.280425880426,4189.124380165289,4180.844744568409,4170.406788247214,4158.882737306843,4146.904114906833,4134.832817337461,4122.965930018417,4111.54224304216,4100.635970149254
4191.563636363637,4191.4358974358975,4191.32967032967,4190.676190476191,4190.74358974359,4190.636559139785,4190.908536585366,4191.479215686274,4191.847540983606,4192.220120724346,4192.6126543209875,4192.931868131868,4193.124950495049,4193.284520884521,4189.775068870524,4181.9189665296535,4171.772441742654,4160.461633554084,4148.630822981367,4136.666322669419,4124.863904235727,4113.471645081289,4102.580447761194
4190.927272727273,4190.974358974359,4190.945054945055,4190.457142857143,4190.532763532764,4190.498924731182,4190.714634146341,4191.293333333333,4191.686885245902,4192.064788732394,4192.460185185185,4192.802197802198,4193.005940594059,4193.173955773956,4190.330716253444,4182.910628302995,4173.0656534954405,4161.975540838852,4150.2982919254655,4138.446439628483,4126.713934929405,4115.357288509231,4104.485174129353
4189.745454545455,4190.051282051282,4190.120879120879,4189.966666666666,4190.102564102564,4190.1720430107525,4190.384146341464,4190.995294117647,4191.432786885246,4191.828571428571,4192.237037037037,4192.605616605617,4192.828514851485,4193.010810810811,4190.774104683195,4183.804815032296,4174.2726443769,4163.411390728477,4151.894565217392,4140.16174750602,4128.505033763045,4117.1890327914025,4106.340099502488
4189.527272727273,4189.948717948718,4190.043956043956,4189.995238095238,4190.051282051282,4190.163440860215,4190.308536585366,4190.901176470588,4191.349726775957,4191.738028169014,4192.141666666666,4192.520146520146,4192.75207920792,4192.939557739558,4191.237190082645,4184.724251321198,4175.508308004053,4164.8753200883,4153.519332298137,4141.906019951841,4130.32584407612,4119.0508680077155,4108.224825870647
4189.2,4189.666666666667,4189.813186813187,4189.933333333333,4189.934472934473,4190.079569892473,4190.190243902439,4190.771764705883,4191.2398907103825,4191.621327967807,4192.024382716049,4192.412698412699,4192.657227722772,4192.8519246519245,4191.61955922865,4185.577216676454,4176.68672745694,4166.286622516556,4155.09751552795,4143.608531131751,4132.109576427256,4120.879636263434,4110.079353233831
4189.345454545454,4189.679487179487,4189.857142857143,4190.057142857143,4189.988603988604,4190.113978494624,4190.182926829269,4190.723921568628,4191.2010928961745,4191.564587525151,4191.959259259259,4192.349450549451,4192.603366336633,4192.801474201474,4191.970110192838,4186.40892542572,4177.8500506585615,4167.6850331125825,4156.666304347826,4145.3042999656,4133.889564149785,4122.7070267291265,4111.933383084577
4190.254545454545,4190.346153846154,4190.43956043956,4190.552380952381,4190.34472934473,4190.402150537634,4190.381707317073,4190.836078431373,4191.293442622951,4191.623340040242,4191.99475308642,4192.373626373626,4192.629702970297,4192.823587223587,4192.321487603306,4187.249794480329,4179.026646403242,4169.097395143488,4158.251319875776,4147.016167870657,4135.687661141805,4124.553596031965,4113.806865671641
4191.890909090909,4191.628205128205,4191.582417582417,4191.4,4191.0,4190.933333333333,4190.785365853659,4191.106666666667,4191.513661202186,4191.795975855131,4192.129938271605,4192.4844932844935,4192.735445544555,4192.917772317773,4192.672865013774,4188.098414562537,4180.215400202635,4170.523090507726,4159.851940993789,4148.743653250774,4137.503314917127,4126.4191237255445,4115.699701492537
4193.2,4192.679487179487,4192.538461538462,4192.085714285714,4191.558404558405,4191.387096774193,4191.143902439025,4191.334901960784,4191.693989071038,4191.940845070422,4192.2410493827165,4192.571672771673,4192.820594059406,4192.99312039312,4192.939944903581,4188.878684674104,4181.345086119554,4171.896158940397,4161.406055900621,4150.427588579291,4139.280847145488,4128.251198677322,4117.561641791045
4194.381818181818,4193.692307692308,4193.43956043956,4192.719047619048,4192.105413105413,4191.8387096774195,4191.5048780487805,4191.562352941177,4191.8693989071035,4192.085714285714,4192.352777777778,4192.6586080586085,4192.905148514851,4193.067649467649,4193.140220385675,4189.605871990605,4182.428976697061,4173.229668874173,4162.926086956521,4152.080908152735,4141.031062001228,4130.060402314687,4119.402736318408
4196.145454545454,4195.2307692307695,4194.879120879121,4193.685714285714,4192.928774928775,4192.537634408603,4192.053658536585,4191.947450980392,4192.171584699454,4192.3416498993965,4192.563271604939,4192.833455433455,4193.0681188118815,4193.213595413596,4193.338842975207,4190.34116265414,4183.523606889565,4174.5767770419425,4164.461645962733,4153.749776401789,4142.798219766728,4131.888729677597,4121.262736318408
4197.509090909091,4196.474358974359,4196.054945054945,4194.495238095238,4193.638176638176,4193.159139784946,4192.542682926829,4192.289411764706,4192.43825136612,4192.56740442656,4192.748148148148,4192.985103785104,4193.209504950495,4193.340376740377,4193.453168044077,4191.006928948914,4184.557953394124,4175.871169977925,4165.95,4155.37564499484,4144.526826273787,4133.682722513089,4123.091592039801
4198.636363636364,4197.576923076923,4197.120879120879,4195.242857142857,4194.31339031339,4193.7591397849465,4193.018292682927,4192.6274509803925,4192.701639344263,4192.7915492957745,4192.931790123457,4193.136263736264,4193.347524752476,4193.465847665848,4193.56694214876,4191.617733411626,4185.546403242148,4177.126357615894,4167.403649068323,4156.970553835569,4146.228115408226,4135.452852025352,4124.899502487562
4199.109090909091,4198.2307692307695,4197.780219780219,4195.738095238095,4194.806267806268,4194.215053763441,4193.374390243903,4192.881568627451,4192.896174863388,4192.95814889336,4193.064814814815,4193.242979242979,4193.443762376238,4193.5542997543,4193.64696969697,4192.142454492073,4186.460790273556,4178.316821192053,4168.797670807454,4158.511179910561,4147.879987722529,4137.178230917608,4126.666616915423
4198.509090909091,4197.974358974359,4197.626373626374,4195.733333333334,4194.888888888889,4194.331182795699,4193.469512195122,4192.936470588235,4192.924590163934,4192.984708249497,4193.073148148148,4193.239804639805,4193.439207920792,4193.552334152334,4193.644490358127,4192.535055783911,4187.259169199595,4179.402737306843,4170.094254658385,4159.962435500516,4149.449232658072,4138.827390465693,4128.363134328358
4197.818181818182,4197.602564102564,4197.406593406594,4195.733333333334,4194.951566951567,4194.43440860215,4193.55243902439,4192.996078431373,4192.952459016394,4193.013279678068,4193.082716049383,4193.237606837607,4193.433861386138,4193.550696150696,4193.642286501377,4192.871755725191,4188.0123606889565,4180.450331125828,4171.355822981366,4161.383006535948,4150.991282995703,4140.453072471755,4130.039253731344
4196.345454545454,4196.5641025641025,4196.516483516483,4195.347619047619,4194.7008547008545,4194.268817204301,4193.434146341463,4192.903529411765,4192.849726775957,4192.9279678068415,4192.99475308642,4193.148229548229,4193.348316831683,4193.477313677314,4193.573966942149,4193.091368173811,4188.663728470112,4181.406799116998,4172.533152173913,4162.72693498452,4152.461571516267,4142.013281895839,4131.654925373135
4193.690909090909,4194.4358974358975,4194.626373626374,4194.3190476190475,4193.928774928775,4193.649462365592,4192.971951219512,4192.546666666667,4192.52131147541,4192.645070422535,4192.736419753086,4192.90695970696,4193.1241584158415,4193.278787878788,4193.390633608816,4193.1483264826775,4189.1703140830805,4182.232141280353,4173.589052795031,4163.959133126935,4153.82701043585,4143.476550013778,4133.180497512438
4191.690909090909,4192.717948717948,4193.087912087912,4193.519047619047,4193.319088319088,4193.163440860215,4192.619512195122,4192.283137254902,4192.265027322404,4192.4197183098595,4192.5327160493825,4192.714041514041,4192.941386138614,4193.118263718264,4193.241873278237,4193.179917792131,4189.661094224924,4183.046269315673,4174.636413043479,4165.185620915033,4155.187108655617,4144.937338109672,4134.706019900497
4189.381818181818,4190.666666666667,4191.186813186813,4192.461904761904,4192.495726495727,4192.48817204301,4192.135365853658,4191.913725490196,4191.916939890711,4192.111468812877,4192.2589506172835,4192.458852258852,4192.701584158416,4192.905323505323,4193.044628099174,4193.1102759835585,4190.06484295846,4183.781898454746,4175.612732919255,4166.347712418301,4156.487538367096,4146.342904381372,4136.181691542289
4186.636363636364,4188.217948717948,4188.857142857143,4191.061904761905,4191.410256410257,4191.567741935484,4191.469512195122,4191.395294117647,4191.4469945355195,4191.693762575453,4191.89012345679,4192.119658119658,4192.385742574257,4192.622276822277,4192.782920110193,4192.923664122138,4190.367781155015,4184.42587196468,4176.50597826087,4167.433849329205,4157.716881522407,4147.682998071094,4137.5978109452735
4183.054545454545,4184.948717948718,4185.758241758242,4189.052380952381,4189.854700854701,4190.2193548387095,4190.484146341463,4190.614117647059,4190.757923497268,4191.086519114688,4191.354320987654,4191.631746031746,4191.93504950495,4192.215561015561,4192.407851239669,4192.575220199647,4190.527051671733,4184.939072847682,4177.279425465838,4168.408943928449,4158.842418661756,4148.926426012676,4138.923930348259
4179.472727272727,4181.5641025641025,4182.527472527472,4186.838095238095,4188.139601139601,4188.713978494624,4189.376829268293,4189.730196078432,4189.984153005465,4190.404426559357,4190.752469135802,4191.084249084249,4191.430495049505,4191.756920556921,4191.986225895317,4192.184028185555,4190.599392097264,4185.375187637969,4177.983462732919,4169.320261437909,4159.909023941068,4150.11556902728,4140.200149253731
4175.218181818182,4177.538461538462,4178.626373626374,4184.038095238096,4185.982905982906,4186.8,4187.959756097561,4188.583529411765,4188.995081967213,4189.536016096579,4189.987037037037,4190.389987789988,4190.7934653465345,4191.175757575757,4191.45261707989,4191.689254257193,4190.5278622087135,4185.681677704194,4178.56948757764,4170.121155830753,4160.872744014733,4151.208707632957,4141.386865671642
4170.2,4172.794871794872,4174.0329670329675,4180.614285714286,4183.319088319088,4184.440860215053,4186.1890243902435,4187.141960784314,4187.762295081967,4188.455935613682,4189.036419753086,4189.528205128205,4190.005544554456,4190.4552006552,4190.79173553719,4191.076923076923,4190.298581560283,4185.846269315673,4179.025388198757,4170.799793601651,4161.722836095764,4152.195591071921,4142.474328358209
4166.290909090909,4168.974358974359,4170.252747252747,4177.552380952381,4180.911680911681,4182.301075268817,4184.558536585366,4185.803137254902,4186.620765027323,4187.4482897384305,4188.149382716049,4188.721367521368,4189.266138613862,4189.77674037674,4190.169834710744,4190.500176159718,4190.053596757852,4186.001589403973,4179.475621118012,4171.473615411077,4162.570165745857,4153.181262055663,4143.562537313433
4163.636363636364,4166.179487179487,4167.406593406594,4174.947619047619,4178.826210826211,4180.436559139785,4183.115853658536,4184.608627450981,4185.60218579235,4186.541247484909,4187.347530864197,4187.990964590965,4188.594455445545,4189.157903357904,4189.603168044077,4189.973810921902,4189.806788247214,4186.160794701987,4179.932608695653,4172.154592363261,4163.426396562309,4154.175750895563,4144.6612437810945
4160.109090909091,4162.615384615385,4163.868131868132,4171.757142857143,4176.239316239316,4178.135483870968,4181.3207317073175,4183.123921568627,4184.345901639344,4185.424547283702,4186.357716049382,4187.094505494506,4187.772277227723,4188.400163800164,4188.909504132232,4189.329653552554,4189.401621073962,4186.177218543046,4180.258928571428,4172.713656690747,4164.1695518723145,4155.063543675944,4145.660597014926
4158.090909090909,4160.384615384615,4161.527472527472,4169.27619047619,4174.131054131054,4176.245161290322,4179.812195121951,4181.869019607843,4183.2819672131145,4184.466800804829,4185.502469135802,4186.320146520146,4187.059207920792,4187.739393939394,4188.304683195593,4188.766999412801,4189.0224924012155,4186.224282560706,4180.616770186335,4173.303887168902,4164.944014732965,4155.980876274456,4146.6901990049755
4154.8,4157.0641025641025,4158.186813186813,4166.047619047619,4171.3675213675215,4173.787096774194,4177.854878048781,4180.254901960784,4181.91475409836,4183.244265593561,4184.410802469136,4185.336507936508,4186.15702970297,4186.905323505323,4187.5400826446285,4188.056136230182,4188.456737588653,4186.102781456953,4180.8186335403725,4173.7492948056415,4165.5836709637815,4156.771341967484,4147.600298507463
4151.090909090909,4153.307692307692,4154.483516483517,4162.5,4168.28774928775,4171.038709677419,4175.657317073171,4178.443137254902,4180.376502732241,4181.874446680081,4183.18487654321,4184.232967032967,4185.146534653465,4185.971826371826,4186.68305785124,4187.259424544921,4187.761398176292,4185.866666666667,4180.914829192547,4174.09748882009,4166.133271945979,4157.476880683384,4148.431243781095
4147.545454545455,4149.679487179487,4150.8351648351645,4158.966666666666,4165.128205128205,4168.206451612903,4173.374390243903,4176.558431372549,4178.769398907104,4180.443460764587,4181.902777777777,4183.0776556776555,4184.088514851485,4184.993775593775,4185.783884297521,4186.423487962419,4186.980040526849,4185.555584988962,4180.943322981367,4174.384176126591,4166.626089625537,4158.12940203913,4149.213184079602
4145.181818181818,4147.102564102564,4148.153846153846,4156.028571428571,4162.347578347579,4165.679569892473,4171.3012195121955,4174.834509803922,4177.290163934426,4179.121126760563,4180.712962962963,4182.003174603175,4183.10198019802,4184.080098280098,4184.940909090909,4185.640046975925,4186.247416413374,4185.248653421633,4180.9789596273295,4174.679876160991,4167.12860650706,4158.792119041058,4150.006069651741
4143.527272727273,4145.179487179487,4146.087912087912,4153.480952380953,4159.80056980057,4163.316129032258,4169.336585365853,4173.19294117647,4175.8677595628415,4177.849094567405,4179.56512345679,4180.965079365079,4182.146732673267,4183.194266994267,4184.1214876033055,4184.878449794481,4185.53475177305,4184.918675496689,4180.996816770186,4174.96174750602,4167.618477593615,4159.443979057592,4150.789850746269
4141.345454545454,4142.884615384615,4143.725274725275,4150.738095238095,4157.051282051282,4160.737634408602,4167.193902439024,4171.395294117647,4174.306010928962,4176.458350100604,4178.3108024691355,4179.83199023199,4181.103366336633,4182.22800982801,4183.2263085399445,4184.047210804462,4184.757244174265,4184.485739514349,4180.922593167702,4175.159339525284,4168.028790669122,4160.0219895287955,4151.5046268656715
4140.218181818182,4141.628205128205,4142.32967032967,4148.657142857143,4154.777777777777,4158.533333333334,4165.319512195122,4169.796078431373,4172.90218579235,4175.206438631791,4177.173148148148,4178.802442002442,4180.151683168317,4181.344144144145,4182.404820936639,4183.284204345273,4184.042654508612,4184.068962472406,4180.86801242236,4175.377915376677,4168.459238796808,4160.62055662717,4152.240099502487
4137.563636363637,4139.115384615385,4139.824175824176,4145.885714285714,4151.931623931624,4155.795698924731,4163.023170731707,4167.843921568628,4171.1978142076505,4173.697384305835,4175.805864197531,4177.565811965812,4179.013663366337,4180.289598689598,4181.424931129476,4182.375220199648,4183.19179331307,4183.482472406181,4180.658928571429,4175.453594771242,4168.755248618784,4161.0935243868835,4152.856467661692
4136.527272727273,4137.833333333333,4138.527472527472,4143.976190476191,4149.737891737892,4153.587096774194,4161.1,4166.174117647059,4169.722404371585,4172.387122736419,4174.607716049382,4176.475702075702,4178.008118811881,4179.354463554463,4180.552617079889,4181.565707574868,4182.432725430598,4182.93889624724,4180.494254658385,4175.5737186102515,4169.094045426642,4161.608762744558,4153.51328358209
4137.4,4138.192307692308,4138.714285714285,4143.152380952381,4148.39886039886,4152.096774193548,4159.684146341463,4164.896470588235,4168.573770491803,4171.357344064386,4173.650308641975,4175.595848595849,4177.193663366336,4178.592301392301,4179.836914600551,4180.900645918967,4181.807294832826,4182.476732891832,4180.411257763975,4175.7730306157555,4169.508839779006,4162.197575089556,4154.239800995025
4138.290909090909,4138.576923076923,4138.879120879121,4142.428571428572,4147.148148148148,4150.658064516129,4158.276829268293,4163.613333333334,4167.42131147541,4170.321931589538,4172.684567901235,4174.705006105006,4176.370099009901,4177.821294021294,4179.111983471074,4180.2263065179095,4181.172644376899,4181.963267108168,4180.284937888198,4175.933264533884,4169.888397790055,4162.754698263984,4154.936915422885
4139.036363636364,4138.897435897436,4139.065934065934,4141.795238095238,4145.982905982906,4149.27311827957,4156.878048780488,4162.326274509804,4166.263387978142,4169.278068410463,4171.711419753086,4173.803663003663,4175.536831683168,4177.041277641278,4178.378099173554,4179.542689371697,4180.528976697062,4181.397969094923,4180.115450310559,4176.054351565187,4170.232903621854,4163.280132267842,4155.604228855721
4140.818181818182,4140.307692307692,4140.197802197802,4141.9047619047615,4145.410256410257,4148.404301075268,4155.830487804878,4161.311372549019,4165.331693989071,4168.423742454728,4170.903395061729,4173.047619047619,4174.833267326732,4176.378705978706,4177.750964187328,4178.956664709336,4179.9757852077,4180.873995584989,4179.989285714286,4176.218438252494,4170.619950890116,4163.847010195646,4156.311592039801
4140.745454545455,4140.294871794872,4140.120879120879,4141.266666666666,4144.3019943019945,4147.068817204301,4154.392682926829,4159.974901960784,4164.128415300546,4167.3327967806845,4169.887962962963,4172.105250305251,4173.961188118812,4175.561998361998,4176.982093663912,4178.237463300059,4179.299493414387,4180.235143487858,4179.719099378882,4176.249742002064,4170.883548189073,4164.297933314962,4156.909651741294
4140.309090909091,4139.974358974359,4139.824175824176,4140.57619047619,4143.190883190883,4145.737634408602,4152.913414634147,4158.598431372549,4162.8896174863385,4166.203219315896,4168.84012345679,4171.132600732601,4173.0611881188115,4174.718755118755,4176.188429752066,4177.493716970052,4178.600506585613,4179.574834437086,4179.392158385093,4176.230890952872,4171.102271332105,4164.706640947919,4157.468557213931
4140.654545454546,4140.25641025641,4140.120879120879,4140.380952380952,4142.507122507122,4144.797849462366,4151.693902439024,4157.423529411764,4161.811475409836,4165.205633802817,4167.908950617284,4170.262026862027,4172.253069306931,4173.957084357085,4175.4694214876035,4176.817263652378,4177.964336372847,4178.973068432671,4179.082841614907,4176.232473340213,4171.342357274401,4165.135574538441,4158.048009950248
4138.345454545454,4138.358974358975,4138.3626373626375,4138.909523809524,4140.911680911681,4143.068817204301,4149.85,4155.741960784314,4160.3,4163.830985915493,4166.650308641975,4169.0964590964595,4171.179207920792,4172.952497952498,4174.5268595041325,4175.932824427481,4177.13515704154,4178.190728476821,4178.566770186336,4176.043274853801,4171.404358502148,4165.395976853128,4158.468606965174
4136.254545454545,4136.628205128205,4136.736263736264,4137.571428571428,4139.472934472935,4141.4838709677415,4148.084146341464,4154.112156862745,4158.8224043715845,4162.4812877263585,4165.414197530864,4167.947496947497,4170.11801980198,4171.959541359542,4173.59393939394,4175.055666470934,4176.312968591692,4177.414304635761,4178.018866459627,4175.828070175438,4171.443953345611,4165.635546982639,4158.870945273632
4135.472727272727,4136.076923076923,4136.252747252747,4137.047619047619,4138.6980056980055,4140.486021505376,4146.742682926829,4152.8101960784315,4157.608196721311,4161.353319919517,4164.37438271605,4166.969474969475,4169.2077227722775,4171.104340704341,4172.786501377411,4174.2927774515565,4175.597061803444,4176.736600441501,4177.525931677019,4175.668180254558,4171.538060159607,4165.927418021493,4159.32447761194
4135.436363636363,4136.205128205128,4136.351648351649,4136.980952380953,4138.324786324786,4139.851612903226,4145.675609756097,4151.709803921569,4156.5530054644805,4160.361770623743,4163.454320987655,4166.094261294262,4168.386930693069,4170.3320229320225,4172.054407713498,4173.59776864357,4174.9440729483285,4176.117174392936,4177.049534161491,4175.528448572411,4171.653161448741,4166.240176357123,4159.799203980099
4135.872727272727,4136.525641025641,4136.747252747253,4137.185714285714,4138.185185185185,4139.447311827957,4144.779268292683,4150.729411764706,4155.5901639344265,4159.450301810865,4162.602777777778,4165.277411477411,4167.615841584158,4169.605569205569,4171.36391184573,4172.940223135643,4174.325227963526,4175.529094922737,4176.56498447205,4175.385139318885,4171.766298342542,4166.552493799945,4160.274975124378
4136.0,4136.474358974359,4136.736263736264,4137.22380952381,4137.957264957265,4139.004301075269,4143.856097560975,4149.709803921569,4154.587978142076,4158.503822937626,4161.717901234568,4164.4310134310135,4166.81504950495,4168.8519246519245,4170.648347107438,4172.258954785672,4173.683485309018,4174.919293598234,4176.021894409938,4175.191400068799,4171.833026396563,4166.822485533205,4160.71184079602
4136.381818181818,4136.653846153846,4136.8351648351645,4137.361904761905,4137.846153846154,4138.7118279569895,4143.059756097561,4148.770196078432,4153.646448087432,4157.608853118712,4160.874691358024,4163.621001221001,4166.045742574257,4168.125962325962,4169.957713498623,4171.599882560188,4173.061499493414,4174.327770419426,4175.45799689441,4174.981974544204,4171.886801718846,4167.081840727473,4161.139552238806
4136.381818181818,4136.423076923077,4136.56043956044,4137.2,4137.558404558405,4138.294623655914,4142.19268292683,4147.75137254902,4152.633333333333,4156.650301810865,4159.9731481481485,4162.758974358974,4165.228118811881,4167.3554463554465,4169.225482093664,4170.902055196711,4172.401519756839,4173.701280353201,4174.861335403727,4174.70952872377,4171.883425414365,4167.288729677597,4161.518258706467
4137.345454545454,4137.038461538462,4137.076923076923,4137.528571428571,4137.7037037037035,4138.268817204301,4141.648780487805,4146.967058823529,4151.812568306011,4155.855935613682,4159.209567901235,4162.021001221001,4164.521188118812,4166.685176085176,4168.5842975206615,4170.28796241926,4171.817933130699,4173.146225165563,4174.331444099379,4174.467492260062,4171.911602209945,4167.527693579498,4161.927661691542
