SMA_3,SMA_5,SMA_8,SMA_10,SMA_12,SMA_13,SMA_15,SMA_20,SMA_26,SMA_30,SMA_35,SMA_40,SMA_45,SMA_50,SMA_60,SMA_70,SMA_80,SMA_90,SMA_100,SMA_110,SMA_120,SMA_130,SMA_140,SMA_150,SMA_160,SMA_170,SMA_180,SMA_190
3787.3333333333335,3787.2,3786.75,3787.8,3789.0833333333335,3789.4615384615386,3788.9333333333334,3788.7,3788.269230769231,3788.4333333333334,3787.885714285714,3787.675,3787.5555555555557,3787.8,3472.3166666666666,2976.2714285714287,2604.2375,2314.8777777777777,2083.39,1893.990909090909,1736.1583333333333,1602.6076923076923,1488.1357142857144,1388.9266666666667,1302.11875,1225.5235294117647,1157.4388888888889,1096.5210526315789
3788.0,3787.4,3787.375,3787.5,3788.6666666666665,3789.230769230769,3789.4,3788.95,3788.4615384615386,3788.4333333333334,3788.1428571428573,3787.725,3787.6666666666665,3787.78,3535.5,3030.4285714285716,2651.625,2357.0,2121.3,1928.4545454545455,1767.75,1631.7692307692307,1515.2142857142858,1414.2,1325.8125,1247.8235294117646,1178.5,1116.4736842105262
3791.6666666666665,3790.0,3789.0,3788.2,3788.8333333333335,3789.3076923076924,3790.0666666666666,3789.35,3788.923076923077,3788.633333333333,3788.5714285714284,3787.95,3787.866666666667,3787.92,3598.7833333333333,3084.6714285714284,2699.0875,2399.188888888889,2159.27,1962.9727272727273,1799.3916666666667,1660.9769230769232,1542.3357142857142,1439.5133333333333,1349.54375,1270.1588235294118,1199.5944444444444,1136.457894736842
3795.6666666666665,3792.0,3790.375,3789.5,3789.25,3789.6153846153848,3790.4,3789.9,3789.5,3789.0,3789.0,3788.25,3788.177777777778,3788.1,3662.1,3138.942857142857,2746.575,2441.4,2197.26,1997.509090909091,1831.05,1690.2,1569.4714285714285,1464.84,1373.2875,1292.5058823529412,1220.7,1156.4526315789474
3799.3333333333335,3795.2,3791.875,3791.3,3790.25,3790.230769230769,3790.8,3790.5,3789.9615384615386,3789.4666666666667,3789.542857142857,3788.725,3788.5333333333333,3788.36,3725.4666666666667,3193.2571428571428,2794.1,2483.6444444444446,2235.28,2032.0727272727272,1862.7333333333333,1719.446153846154,1596.6285714285714,1490.1866666666667,1397.05,1314.870588235294,1241.8222222222223,1176.463157894737
3799.3333333333335,3797.2,3793.5,3792.2,3791.1666666666665,3790.769230769231,3790.9333333333334,3791.0,3790.3076923076924,3789.8333333333335,3789.6857142857143,3789.05,3788.733333333333,3788.52,3788.75,3247.5,2841.5625,2525.8333333333335,2273.25,2066.590909090909,1894.375,1748.6538461538462,1623.75,1515.5,1420.78125,1337.2058823529412,1262.9166666666667,1196.4473684210527
3795.3333333333335,3796.4,3793.25,3791.9,3791.4166666666665,3790.846153846154,3790.4666666666667,3791.15,3790.269230769231,3789.9,3789.5714285714284,3789.175,3788.688888888889,3788.54,3788.733333333333,3301.6,2888.9,2567.911111111111,2311.12,2101.018181818182,1925.9333333333334,1777.7846153846153,1650.8,1540.7466666666667,1444.45,1359.4823529411765,1283.9555555555555,1216.378947368421
3790.3333333333335,3794.4,3793.375,3792.2,3791.3333333333335,3791.076923076923,3790.266666666667,3791.15,3790.3076923076924,3790.0,3789.457142857143,3789.3,3788.6666666666665,3788.52,3788.733333333333,3355.7,2936.2375,2609.988888888889,2348.99,2135.4454545454546,1957.4916666666666,1806.9153846153847,1677.85,1565.9933333333333,1468.11875,1381.7588235294118,1304.9944444444445,1236.3105263157895
3783.3333333333335,3789.8,3792.0,3790.9,3790.1666666666665,3790.153846153846,3789.6,3790.25,3789.8076923076924,3789.5333333333333,3789.114285714286,3789.1,3788.4222222222224,3788.34,3788.5,3409.6428571428573,2983.4375,2651.9444444444443,2386.75,2169.7727272727275,1988.9583333333333,1835.9615384615386,1704.8214285714287,1591.1666666666667,1491.71875,1403.9705882352941,1325.9722222222222,1256.1842105263158
3779.6666666666665,3784.6,3790.125,3789.9,3789.5,3789.076923076923,3789.0666666666666,3789.25,3789.346153846154,3789.133333333333,3788.7714285714287,3788.925,3788.266666666667,3788.14,3788.233333333333,3463.5857142857144,3030.6375,2693.9,2424.51,2204.1,2020.425,1865.0076923076922,1731.7928571428572,1616.34,1515.31875,1426.1823529411765,1346.95,1276.0578947368422
3776.3333333333335,3780.6,3787.625,3788.9,3788.5,3788.5384615384614,3788.3333333333335,3788.35,3788.846153846154,3788.766666666667,3788.5142857142855,3788.55,3788.1111111111113,3787.92,3787.983333333333,3517.542857142857,3077.85,2735.866666666667,2462.28,2238.4363636363637,2051.9,1894.0615384615385,1758.7714285714285,1641.52,1538.925,1448.4,1367.9333333333334,1295.9368421052632
3772.6666666666665,3776.2,3783.375,3786.3,3786.75,3786.6923076923076,3786.6666666666665,3786.9,3788.0,3788.0666666666666,3787.942857142857,3787.9,3787.733333333333,3787.44,3787.5333333333333,3571.3285714285716,3124.9125,2777.7,2499.93,2272.663636363636,2083.275,1923.0230769230768,1785.6642857142858,1666.62,1562.45625,1470.5470588235294,1388.85,1315.7526315789473
3769.6666666666665,3772.2,3779.0,3783.3,3785.0833333333335,3785.230769230769,3785.5333333333333,3785.75,3787.346153846154,3787.3333333333335,3787.457142857143,3787.3,3787.4,3787.02,3787.15,3625.1428571428573,3172.0,2819.5555555555557,2537.6,2306.909090909091,2114.6666666666665,1952.0,1812.5714285714287,1691.7333333333333,1586.0,1492.7058823529412,1409.7777777777778,1335.578947368421
