date-time,open,high,low,close,quantity,dont-know
2019-11-04T00:00:00+0530,141.7,141.7,141.7,141.7,0,0
2019-11-05T00:00:00+0530,141.8,141.8,141.8,141.8,0,0
2019-11-06T00:00:00+0530,142.1,142.1,142.1,142.1,0,0
2019-11-07T00:00:00+0530,142.8,142.8,142.8,142.8,0,0
2019-11-08T00:00:00+0530,142.75,142.75,142.75,142.75,0,0
2019-11-11T00:00:00+0530,141.85,141.85,141.85,141.85,0,0
2019-11-12T00:00:00+0530,141.9,141.9,141.9,141.9,0,0
2019-11-13T00:00:00+0530,141.05,141.05,141.05,141.05,0,0
2019-11-14T00:00:00+0530,139.3,139.3,139.3,139.3,0,0
2019-11-15T00:00:00+0530,139.0,139.0,139.0,139.0,0,0
2019-11-18T00:00:00+0530,138.9,138.9,138.9,138.9,0,0
2019-11-19T00:00:00+0530,138.6,138.6,138.6,138.6,0,0
2019-11-20T00:00:00+0530,138.7,138.7,138.7,138.7,0,0
2019-11-21T00:00:00+0530,139.35,139.35,139.35,139.35,0,0
2019-11-22T00:00:00+0530,139.05,139.05,139.05,139.05,0,0
2019-11-25T00:00:00+0530,137.95,137.95,137.95,137.95,0,0
2019-11-26T00:00:00+0530,135.0,135.0,135.0,135.0,0,0
2019-11-27T00:00:00+0530,136.7,136.7,136.7,136.7,0,0
2019-11-28T00:00:00+0530,136.05,136.05,136.05,136.05,0,0
2019-11-29T00:00:00+0530,136.7,136.7,136.7,136.7,0,0
2019-12-02T00:00:00+0530,137.2,137.2,137.2,137.2,0,0
2019-12-03T00:00:00+0530,136.65,136.65,136.65,136.65,0,0
2019-12-04T00:00:00+0530,135.9,135.9,135.9,135.9,0,0
2019-12-05T00:00:00+0530,135.8,135.8,135.8,135.8,0,0
2019-12-06T00:00:00+0530,135.95,135.95,135.95,135.95,0,0
2019-12-09T00:00:00+0530,133.8,133.8,133.8,133.8,0,0
2019-12-10T00:00:00+0530,134.05,134.05,134.05,134.05,0,0
2019-12-11T00:00:00+0530,134.05,134.05,134.05,134.05,0,0
2019-12-12T00:00:00+0530,134.3,134.3,134.3,134.3,0,0
2019-12-13T00:00:00+0530,134.8,134.8,134.8,134.8,0,0
2019-12-16T00:00:00+0530,134.65,134.65,134.65,134.65,0,0
2019-12-17T00:00:00+0530,134.95,134.95,134.95,134.95,0,0
2019-12-18T00:00:00+0530,135.25,135.25,135.25,135.25,0,0
2019-12-19T00:00:00+0530,136.5,136.5,136.5,136.5,0,0
2019-12-20T00:00:00+0530,137.65,137.65,137.65,137.65,0,0
2019-12-23T00:00:00+0530,138.5,138.5,138.5,138.5,0,0
2019-12-24T00:00:00+0530,138.2,138.2,138.2,138.2,0,0
2019-12-26T00:00:00+0530,139.1,139.1,139.1,139.1,0,0
2019-12-27T00:00:00+0530,136.35,136.35,136.35,136.35,0,0
2019-12-30T00:00:00+0530,137.45,137.45,137.45,137.45,0,0
2019-12-31T00:00:00+0530,136.5,136.5,136.5,136.5,0,0
2020-01-01T00:00:00+0530,136.0,139.45,136.0,137.75,2,1
2020-01-02T00:00:00+0530,136.65,136.65,136.65,136.65,0,1
2020-01-03T00:00:00+0530,138.6,138.6,138.6,138.6,0,1
2020-01-06T00:00:00+0530,139.5,139.5,139.5,139.5,0,1
2020-01-07T00:00:00+0530,140.2,140.2,140.2,140.2,0,1
2020-01-08T00:00:00+0530,140.0,140.0,140.0,140.0,0,1
2020-01-09T00:00:00+0530,139.8,139.8,139.8,139.8,0,1
2020-01-10T00:00:00+0530,141.35,141.35,141.35,141.35,0,1
2020-01-13T00:00:00+0530,141.1,141.1,141.1,141.1,1,1
2020-01-14T00:00:00+0530,141.4,141.4,141.4,141.4,0,1
2020-01-15T00:00:00+0530,141.3,141.85,141.3,141.65,3,4
2020-01-16T00:00:00+0530,142.25,142.25,142.25,142.25,0,4
2020-01-17T00:00:00+0530,142.65,142.65,142.65,142.65,0,4
2020-01-20T00:00:00+0530,142.05,143.95,142.05,143.0,2,6
2020-01-21T00:00:00+0530,142.35,142.35,142.35,142.35,0,6
