date-time,open,high,low,close,quantity,dont-know
2020-01-02T16:00:00+0530,141.9,141.9,141.9,141.9,0,1
2020-01-02T17:00:00+0530,141.9,141.9,141.9,141.9,1,2
2020-01-02T18:00:00+0530,141.9,141.9,136.0,141.9,3,1
2020-01-02T19:00:00+0530,141.9,141.9,141.9,141.9,0,1
2020-01-02T20:00:00+0530,141.9,141.9,141.9,141.9,0,1
2020-01-02T21:00:00+0530,141.9,141.9,141.9,141.9,0,1
2020-01-02T23:00:00+0530,141.9,141.9,141.9,141.9,0,1
2020-01-03T11:00:00+0530,142.6,142.6,142.6,142.6,0,1
2020-01-03T12:00:00+0530,142.6,142.6,142.6,142.6,0,1
2020-01-03T13:00:00+0530,142.6,142.6,142.6,142.6,0,1
2020-01-03T14:00:00+0530,142.6,142.6,142.6,142.6,0,1
2020-01-03T15:00:00+0530,142.6,142.6,142.6,142.6,0,1
2020-01-03T16:00:00+0530,142.6,142.6,142.6,142.6,0,1
2020-01-03T17:00:00+0530,142.6,142.6,142.6,142.6,0,1
2020-01-03T18:00:00+0530,142.6,142.6,142.6,142.6,0,1
2020-01-03T19:00:00+0530,142.6,142.6,142.6,142.6,0,1
2020-01-03T20:00:00+0530,142.6,142.6,142.6,142.6,0,1
2020-01-03T21:00:00+0530,142.6,142.6,142.6,142.6,0,1
2020-01-03T22:00:00+0530,142.6,142.6,142.6,142.6,0,1
2020-01-03T23:00:00+0530,135.0,135.0,135.0,135.0,1,1
2020-01-07T19:00:00+0530,132.55,132.55,132.55,132.55,0,2
2020-01-07T20:00:00+0530,132.55,132.55,132.55,132.55,0,2
2020-01-07T21:00:00+0530,132.55,132.55,132.55,132.55,0,2
2020-01-07T22:00:00+0530,132.55,132.55,132.55,132.55,0,2
2020-01-07T23:00:00+0530,132.55,132.55,132.55,132.55,0,2
2020-01-08T14:00:00+0530,136.0,136.0,136.0,136.0,0,2
2020-01-08T15:00:00+0530,136.0,136.0,136.0,136.0,0,2
2020-01-08T16:00:00+0530,136.0,136.0,136.0,136.0,0,2
2020-01-08T17:00:00+0530,136.0,137.85,136.0,137.85,1,1
2020-01-08T18:00:00+0530,137.85,137.85,137.85,137.85,0,1
2020-01-08T19:00:00+0530,137.85,137.85,137.85,137.85,0,1
2020-01-08T20:00:00+0530,137.85,137.85,137.85,137.85,0,1
2020-01-08T21:00:00+0530,137.85,137.85,137.85,137.85,0,1
2020-01-08T22:00:00+0530,137.85,137.85,137.85,137.85,0,1
2020-01-08T23:00:00+0530,137.85,137.85,137.85,137.85,0,1
2020-01-10T16:00:00+0530,142.0,142.0,142.0,142.0,0,1
2020-01-10T17:00:00+0530,142.0,142.0,142.0,142.0,0,1
2020-01-10T18:00:00+0530,142.0,142.0,142.0,142.0,0,1
2020-01-10T19:00:00+0530,142.0,143.45,142.0,142.1,2,2
2020-01-10T20:00:00+0530,142.1,142.1,142.1,142.1,0,2
2020-01-10T21:00:00+0530,142.1,142.1,142.1,142.1,0,2
2020-01-10T22:00:00+0530,142.1,142.1,142.1,142.1,0,2
2020-01-10T23:00:00+0530,143.1,143.1,141.2,141.2,3,1
2020-01-13T09:00:00+0530,138.05,138.05,138.05,138.05,0,1
2020-01-13T10:00:00+0530,138.05,138.05,138.05,138.05,0,1
2020-01-13T11:00:00+0530,138.05,138.05,138.05,138.05,0,1
2020-01-13T12:00:00+0530,138.05,138.05,138.05,138.05,0,1
2020-01-13T13:00:00+0530,138.05,138.05,138.05,138.05,0,1
2020-01-13T14:00:00+0530,138.05,138.05,138.05,138.05,0,1
2020-01-13T15:00:00+0530,138.05,138.05,138.05,138.05,0,1
2020-01-13T16:00:00+0530,138.05,138.05,138.05,138.05,0,1
2020-01-13T17:00:00+0530,138.05,138.05,138.05,138.05,0,1
2020-01-13T20:00:00+0530,138.05,138.05,138.05,138.05,0,1
2020-01-13T21:00:00+0530,138.05,138.05,138.05,138.05,0,1
2020-01-13T22:00:00+0530,138.05,138.05,138.05,138.05,0,1
2020-01-13T23:00:00+0530,138.05,143.85,138.05,143.85,1,1
2020-01-20T13:00:00+0530,145.4,145.4,140.0,140.0,1,1
2020-01-20T14:00:00+0530,140.0,144.6,140.0,144.6,2,2
2020-01-20T15:00:00+0530,144.6,144.6,144.6,144.6,0,2
2020-01-20T16:00:00+0530,144.6,144.6,144.6,144.6,0,2
2020-01-20T17:00:00+0530,144.6,144.6,144.6,144.6,0,2
2020-01-20T18:00:00+0530,144.6,144.6,144.6,144.6,0,2
2020-01-20T19:00:00+0530,144.6,144.6,144.6,144.6,0,2
2020-01-20T20:00:00+0530,144.6,144.6,144.6,144.6,0,2
2020-01-20T21:00:00+0530,144.6,144.6,144.6,144.6,0,2
2020-01-20T22:00:00+0530,144.6,144.6,144.6,144.6,0,2
2020-01-20T23:00:00+0530,144.6,144.6,144.6,144.6,0,2
2020-01-21T17:00:00+0530,142.25,142.25,142.25,142.25,1,4
2020-01-21T18:00:00+0530,142.25,142.25,142.25,142.25,0,4
2020-01-21T19:00:00+0530,142.25,142.25,142.25,142.25,0,4
2020-01-21T20:00:00+0530,142.25,142.25,142.25,142.25,0,4
2020-01-21T21:00:00+0530,142.25,143.45,142.25,143.45,2,2
2020-01-21T22:00:00+0530,143.45,143.45,143.45,143.45,0,2
2020-01-21T23:00:00+0530,143.45,143.45,143.45,143.45,0,2
2020-01-22T15:00:00+0530,144.95,144.95,144.95,144.95,0,1
2020-01-22T16:00:00+0530,144.95,144.95,144.95,144.95,0,1
2020-01-22T17:00:00+0530,144.95,144.95,144.95,144.95,0,1
2020-01-22T18:00:00+0530,144.95,144.95,144.95,144.95,0,1
2020-01-22T19:00:00+0530,144.95,144.95,144.95,144.95,0,1
2020-01-22T20:00:00+0530,144.95,144.95,143.05,143.05,1,1
2020-01-22T21:00:00+0530,143.05,143.05,143.05,143.05,0,1
2020-01-22T22:00:00+0530,143.05,143.05,143.05,143.05,0,1
2020-01-22T23:00:00+0530,143.05,143.05,143.05,143.05,0,1
2020-01-23T15:00:00+0530,140.55,140.55,140.55,140.55,0,6
2020-01-23T16:00:00+0530,140.55,140.55,140.55,140.55,0,6
2020-01-23T17:00:00+0530,140.55,144.85,140.55,144.85,1,5
2020-01-23T18:00:00+0530,144.85,144.85,144.85,144.85,0,5
2020-01-23T19:00:00+0530,144.85,144.85,144.85,144.85,0,5
2020-01-23T20:00:00+0530,144.85,144.85,144.85,144.85,0,5
2020-01-23T21:00:00+0530,144.85,144.85,144.85,144.85,0,5
2020-01-23T22:00:00+0530,144.85,144.85,144.85,144.85,0,5
2020-01-23T23:00:00+0530,144.85,144.85,144.85,144.85,0,5
2020-01-24T09:00:00+0530,143.95,143.95,143.95,143.95,1,1
2020-01-24T10:00:00+0530,143.95,143.95,143.95,143.95,1,2
2020-01-24T11:00:00+0530,143.95,143.95,143.95,143.95,0,2
2020-01-24T12:00:00+0530,143.85,143.85,141.75,141.75,7,7
2020-01-24T13:00:00+0530,141.75,141.75,141.75,141.75,0,7
2020-01-24T14:00:00+0530,141.75,141.75,141.75,141.75,0,7
2020-01-24T15:00:00+0530,141.75,141.75,141.75,141.75,0,7
2020-01-24T16:00:00+0530,141.75,141.75,141.75,141.75,0,7
2020-01-24T17:00:00+0530,141.75,142.3,141.75,142.3,7,1
2020-01-24T18:00:00+0530,142.3,142.3,142.3,142.3,0,1
2020-01-24T20:00:00+0530,142.3,142.3,142.3,142.3,0,1
2020-01-24T21:00:00+0530,142.3,142.3,142.3,142.3,0,1
2020-01-24T22:00:00+0530,142.3,142.3,142.3,142.3,0,1
2020-01-24T23:00:00+0530,142.3,142.3,142.3,142.3,0,1
2020-01-27T10:00:00+0530,140.75,140.75,140.75,140.75,0,2
2020-01-27T11:00:00+0530,140.75,141.2,140.75,141.2,1,2
2020-01-27T12:00:00+0530,141.2,141.2,141.2,141.2,0,2
2020-01-27T13:00:00+0530,141.2,142.75,141.2,142.75,1,3
2020-01-27T14:00:00+0530,142.75,142.75,142.75,142.75,0,3
2020-01-27T15:00:00+0530,142.75,142.75,142.75,142.75,0,3
2020-01-27T16:00:00+0530,142.75,142.75,142.75,142.75,0,3
2020-01-27T17:00:00+0530,142.75,142.75,142.75,142.75,0,3
2020-01-27T18:00:00+0530,142.75,142.75,142.75,142.75,0,3
2020-01-27T19:00:00+0530,142.75,142.75,142.05,142.05,1,2
2020-01-27T20:00:00+0530,142.05,144.0,142.05,144.0,2,1
2020-01-27T21:00:00+0530,144.0,144.0,144.0,144.0,0,1
2020-01-27T22:00:00+0530,144.0,144.0,144.0,144.0,0,1
2020-01-27T23:00:00+0530,144.0,144.0,144.0,144.0,0,1
2020-01-28T09:00:00+0530,140.2,140.2,140.2,140.2,0,2
2020-01-28T10:00:00+0530,140.2,140.2,140.2,140.2,0,2
2020-01-28T11:00:00+0530,140.2,140.2,140.2,140.2,0,2
2020-01-28T12:00:00+0530,140.2,140.2,140.2,140.2,0,2
2020-01-28T13:00:00+0530,140.2,140.2,140.2,140.2,0,2
2020-01-28T14:00:00+0530,140.2,140.2,140.2,140.2,0,2
2020-01-28T15:00:00+0530,140.2,140.2,140.2,140.2,0,2
2020-01-28T16:00:00+0530,140.2,140.2,140.2,140.2,0,2
2020-01-28T18:00:00+0530,140.2,140.2,140.2,140.2,0,2
2020-01-28T19:00:00+0530,140.2,140.2,140.2,140.2,0,2
2020-01-28T20:00:00+0530,140.2,140.2,140.2,140.2,0,2
2020-01-28T21:00:00+0530,140.2,140.2,140.2,140.2,0,2
2020-01-28T22:00:00+0530,140.2,140.2,140.2,140.2,0,2
2020-01-28T23:00:00+0530,140.2,140.2,140.2,140.2,0,2
2020-01-29T20:00:00+0530,142.95,142.95,141.0,141.0,15,2
2020-01-29T21:00:00+0530,141.0,141.0,141.0,141.0,0,2
2020-01-29T22:00:00+0530,141.0,141.0,141.0,141.0,0,2
2020-01-29T23:00:00+0530,141.0,141.0,141.0,141.0,0,2
2020-01-30T11:00:00+0530,140.5,140.5,140.5,140.5,0,3
2020-01-30T12:00:00+0530,140.5,140.5,140.5,140.5,0,3
2020-01-30T13:00:00+0530,140.5,140.5,140.5,140.5,0,3
2020-01-30T14:00:00+0530,140.5,140.5,140.5,140.5,0,3
2020-01-30T16:00:00+0530,140.5,140.5,140.5,140.5,0,3
2020-01-30T17:00:00+0530,140.5,140.5,140.5,140.5,0,3
2020-01-30T18:00:00+0530,140.5,140.5,140.5,140.5,0,3
2020-01-30T19:00:00+0530,140.5,140.5,140.5,140.5,0,3
2020-01-30T20:00:00+0530,140.5,140.5,140.5,140.5,0,3
2020-01-30T21:00:00+0530,140.5,140.5,140.5,140.5,0,3
2020-01-30T22:00:00+0530,140.5,140.5,140.5,140.5,0,3
2020-01-30T23:00:00+0530,140.5,140.5,140.5,140.5,0,3
2020-01-31T15:00:00+0530,140.35,142.35,140.35,142.35,13,3
2020-01-31T16:00:00+0530,142.35,142.35,140.05,140.05,1,3
2020-01-31T18:00:00+0530,140.05,141.0,140.05,141.0,1,2
2020-01-31T19:00:00+0530,141.0,141.0,141.0,141.0,0,2
2020-01-31T20:00:00+0530,141.0,141.0,141.0,141.0,0,2
2020-01-31T21:00:00+0530,141.0,141.0,141.0,141.0,0,2
2020-01-31T22:00:00+0530,141.0,141.0,141.0,141.0,0,2
2020-01-31T23:00:00+0530,141.0,141.0,141.0,141.0,0,2
2020-02-01T09:00:00+0530,140.05,140.05,140.0,140.0,1,4
2020-02-01T10:00:00+0530,140.0,140.0,140.0,140.0,0,4
2020-02-01T11:00:00+0530,140.0,140.0,140.0,140.0,0,4
2020-02-01T12:00:00+0530,140.0,140.5,140.0,140.5,1,5
2020-02-01T13:00:00+0530,140.5,140.5,140.5,140.5,0,5
2020-02-01T14:00:00+0530,140.5,140.5,140.5,140.5,0,5
2020-02-01T15:00:00+0530,140.5,140.5,140.5,140.5,0,5
2020-02-01T16:00:00+0530,140.5,140.5,140.5,140.5,0,5
2020-02-05T14:00:00+0530,138.0,138.0,138.0,138.0,0,5
2020-02-05T15:00:00+0530,138.0,138.0,138.0,138.0,0,5
2020-02-05T17:00:00+0530,138.0,138.0,138.0,138.0,0,5
2020-02-05T19:00:00+0530,138.0,138.0,138.0,138.0,0,5
2020-02-05T20:00:00+0530,138.0,138.0,138.0,138.0,0,5
2020-02-05T21:00:00+0530,138.0,138.0,138.0,138.0,0,5
2020-02-05T22:00:00+0530,138.0,138.0,138.0,138.0,0,5
2020-02-05T23:00:00+0530,138.0,138.0,138.0,138.0,0,5
2020-02-20T23:00:00+0530,140.45,140.45,140.45,140.45,0,5
2020-02-21T17:00:00+0530,140.2,140.2,140.2,140.2,0,5
2020-02-21T18:00:00+0530,140.2,140.2,140.2,140.2,0,5
2020-02-21T19:00:00+0530,140.2,140.2,140.2,140.2,0,5
2020-02-21T20:00:00+0530,140.2,140.2,140.2,140.2,0,5
2020-02-21T21:00:00+0530,140.2,140.2,140.2,140.2,0,5
2020-02-21T23:00:00+0530,140.2,140.2,138.2,138.2,1,5
2020-02-24T15:00:00+0530,137.0,137.0,137.0,137.0,2,8
2020-02-24T16:00:00+0530,137.0,137.0,137.0,137.0,0,8
2020-02-24T17:00:00+0530,137.0,137.0,137.0,137.0,0,8
2020-02-24T18:00:00+0530,137.0,138.5,137.0,138.5,3,6
2020-02-24T19:00:00+0530,138.5,138.5,138.5,138.5,0,6
2020-02-24T20:00:00+0530,138.5,138.5,138.5,138.5,0,6
2020-02-24T23:00:00+0530,138.5,138.5,138.5,138.5,0,6
2020-03-03T19:00:00+0530,139.5,139.5,139.1,139.1,2,3
2020-03-03T20:00:00+0530,139.1,139.1,139.1,139.1,0,3
2020-03-03T21:00:00+0530,139.5,139.5,138.0,138.0,2,3
2020-03-03T22:00:00+0530,138.0,138.0,138.0,138.0,0,3
2020-03-03T23:00:00+0530,138.0,138.0,138.0,138.0,0,3
2020-03-06T22:00:00+0530,139.05,139.05,139.05,139.05,0,2
2020-03-06T23:00:00+0530,139.05,139.05,139.05,139.05,0,2
2020-03-09T21:00:00+0530,137.05,137.05,137.05,137.05,0,3
2020-03-09T22:00:00+0530,137.05,137.05,137.05,137.05,0,3
2020-03-09T23:00:00+0530,137.05,137.05,137.05,137.05,0,3
